sub,mixed,motor,mem
MSC01,0.55,0.5,0.55
MSC02,0.5,0.5,0.55
MSC03,0.55,0.5,0.5
MSC04,0.65,0.55,0.5
MSC05,0.55,0.5,0.55
MSC06,0.5,0.5,0.7
MSC07,0.5,0.5,0.45
MSC10,0.5,0.5,0.5
