sub,mixed,motor,mem
MSC01,0.5,0.5,0.55
MSC02,0.5,0.5,0.5
MSC03,0.5,0.5,0.5
MSC04,0.55,0.5,0.65
MSC05,0.5,0.5,0.55
MSC06,0.55,0.5,0.5
MSC07,0.55,0.5,0.5
MSC10,0.7,0.5,0.4
