sub,mixed,motor,mem
MSC01,0.55,0.55,0.8
MSC02,0.4,0.6,0.3
MSC03,0.45,0.55,0.5
MSC04,0.5,0.55,0.55
MSC05,0.4,0.5,0.75
MSC06,0.4,0.5,0.35
MSC07,0.4,0.5,0.35
MSC10,0.5,0.4,0.45
