sub,mixed,motor,mem
MSC01,0.65,0.6,0.65
MSC02,0.45,0.4,0.5
MSC03,0.55,0.65,0.55
MSC04,0.45,0.75,0.4
MSC05,0.6,0.3,0.4
MSC06,0.4,0.45,0.45
MSC07,0.55,0.4,0.5
MSC10,0.35,0.5,0.35
