train_task,test_task,sub,acc
mixed,motor,MSC01,0.875
mixed,mem,MSC01,0.7349999999999999
motor,mixed,MSC01,0.76
motor,mem,MSC01,0.655
mem,mixed,MSC01,0.7499999999999999
mem,motor,MSC01,0.8000000000000002
mixed,motor,MSC02,0.7149999999999999
mixed,mem,MSC02,0.6100000000000001
motor,mixed,MSC02,0.52
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.655
mem,motor,MSC02,0.67
mixed,motor,MSC03,0.905
mixed,mem,MSC03,0.75
motor,mixed,MSC03,0.675
motor,mem,MSC03,0.7
mem,mixed,MSC03,0.51875
mem,motor,MSC03,0.7
mixed,motor,MSC04,0.8299999999999998
mixed,mem,MSC04,0.9100000000000001
motor,mixed,MSC04,0.6250000000000001
motor,mem,MSC04,0.8549999999999999
mem,mixed,MSC04,0.8299999999999998
mem,motor,MSC04,0.8599999999999998
mixed,motor,MSC05,0.9049999999999999
mixed,mem,MSC05,0.82
motor,mixed,MSC05,0.635
motor,mem,MSC05,0.7150000000000001
mem,mixed,MSC05,0.6650000000000001
mem,motor,MSC05,0.975
mixed,motor,MSC06,0.8
mixed,mem,MSC06,0.9400000000000001
motor,mixed,MSC06,0.6
motor,mem,MSC06,0.8944444444444445
mem,mixed,MSC06,0.675
mem,motor,MSC06,0.7888888888888889
mixed,motor,MSC07,0.638888888888889
mixed,mem,MSC07,0.7849999999999999
motor,mixed,MSC07,0.4444444444444444
motor,mem,MSC07,0.44999999999999996
mem,mixed,MSC07,0.7999999999999998
mem,motor,MSC07,0.6333333333333335
mixed,motor,MSC10,0.8150000000000001
mixed,mem,MSC10,0.925
motor,mixed,MSC10,0.7100000000000001
motor,mem,MSC10,0.6650000000000001
mem,mixed,MSC10,0.8150000000000001
mem,motor,MSC10,0.915
