train_task,test_task,sub,acc
mixed,motor,MSC01,0.9949999999999999
mixed,mem,MSC01,0.9400000000000001
motor,mixed,MSC01,0.755
motor,mem,MSC01,0.6550000000000001
mem,mixed,MSC01,0.905
mem,motor,MSC01,0.9949999999999999
mixed,motor,MSC02,0.7599999999999999
mixed,mem,MSC02,0.8600000000000001
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.735
mem,motor,MSC02,0.725
mixed,motor,MSC03,0.9949999999999999
mixed,mem,MSC03,0.86875
motor,mixed,MSC03,0.55
motor,mem,MSC03,0.66875
mem,mixed,MSC03,0.56875
mem,motor,MSC03,0.8562500000000001
mixed,motor,MSC04,0.95
mixed,mem,MSC04,0.9850000000000001
motor,mixed,MSC04,0.7
motor,mem,MSC04,0.63
mem,mixed,MSC04,0.9
mem,motor,MSC04,0.825
mixed,motor,MSC05,0.95
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.595
motor,mem,MSC05,0.74
mem,mixed,MSC05,0.9000000000000001
mem,motor,MSC05,0.9400000000000001
mixed,motor,MSC06,0.9222222222222223
mixed,mem,MSC06,1.0
motor,mixed,MSC06,0.6
motor,mem,MSC06,0.6444444444444445
mem,mixed,MSC06,0.7749999999999999
mem,motor,MSC06,0.8222222222222222
mixed,motor,MSC07,0.7166666666666667
mixed,mem,MSC07,0.9550000000000001
motor,mixed,MSC07,0.5
motor,mem,MSC07,0.5
mem,mixed,MSC07,0.82
mem,motor,MSC07,0.7277777777777777
mixed,motor,MSC10,0.9000000000000001
mixed,mem,MSC10,0.905
motor,mixed,MSC10,0.5650000000000001
motor,mem,MSC10,0.725
mem,mixed,MSC10,0.775
mem,motor,MSC10,0.78
