train_task,test_task,sub,acc
mixed,motor,MSC01,0.95
mixed,mem,MSC01,0.93
motor,mixed,MSC01,0.97
motor,mem,MSC01,0.9650000000000001
mem,mixed,MSC01,0.865
mem,motor,MSC01,0.8750000000000002
mixed,motor,MSC02,0.67
mixed,mem,MSC02,0.8950000000000001
motor,mixed,MSC02,0.6500000000000001
motor,mem,MSC02,0.665
mem,mixed,MSC02,0.8750000000000002
mem,motor,MSC02,0.76
mixed,motor,MSC03,0.8450000000000001
mixed,mem,MSC03,0.8125
motor,mixed,MSC03,0.7200000000000001
motor,mem,MSC03,0.78125
mem,mixed,MSC03,0.6125
mem,motor,MSC03,0.7625
mixed,motor,MSC04,0.9650000000000001
mixed,mem,MSC04,0.975
motor,mixed,MSC04,0.9350000000000002
motor,mem,MSC04,0.8399999999999999
mem,mixed,MSC04,0.9549999999999998
mem,motor,MSC04,0.8149999999999998
mixed,motor,MSC05,0.9650000000000001
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.76
motor,mem,MSC05,0.89
mem,mixed,MSC05,0.7549999999999999
mem,motor,MSC05,0.845
mixed,motor,MSC06,0.9333333333333333
mixed,mem,MSC06,0.8800000000000001
motor,mixed,MSC06,0.6666666666666667
motor,mem,MSC06,0.6166666666666666
mem,mixed,MSC06,0.6950000000000001
mem,motor,MSC06,0.7277777777777777
mixed,motor,MSC07,0.8222222222222222
mixed,mem,MSC07,0.9099999999999999
motor,mixed,MSC07,0.5611111111111111
motor,mem,MSC07,0.5166666666666666
mem,mixed,MSC07,0.9
mem,motor,MSC07,0.7777777777777778
mixed,motor,MSC10,0.7499999999999999
mixed,mem,MSC10,0.7549999999999999
motor,mixed,MSC10,0.695
motor,mem,MSC10,0.63
mem,mixed,MSC10,0.8800000000000001
mem,motor,MSC10,0.8149999999999998
