train_task,test_task,sub,acc
mixed,motor,MSC01,0.9949999999999999
mixed,mem,MSC01,0.905
motor,mixed,MSC01,0.7999999999999999
motor,mem,MSC01,0.6500000000000001
mem,mixed,MSC01,0.9349999999999999
mem,motor,MSC01,1.0
mixed,motor,MSC02,0.765
mixed,mem,MSC02,0.8299999999999998
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.74
mem,motor,MSC02,0.6399999999999999
mixed,motor,MSC03,0.9649999999999999
mixed,mem,MSC03,0.88125
motor,mixed,MSC03,0.5349999999999999
motor,mem,MSC03,0.6
mem,mixed,MSC03,0.6562500000000001
mem,motor,MSC03,0.8437500000000002
mixed,motor,MSC04,0.9549999999999998
mixed,mem,MSC04,0.9600000000000002
motor,mixed,MSC04,0.5849999999999999
motor,mem,MSC04,0.6
mem,mixed,MSC04,0.9099999999999999
mem,motor,MSC04,0.8949999999999999
mixed,motor,MSC05,0.9800000000000001
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.5399999999999999
motor,mem,MSC05,0.885
mem,mixed,MSC05,0.8399999999999999
mem,motor,MSC05,1.0
mixed,motor,MSC06,0.8944444444444445
mixed,mem,MSC06,0.945
motor,mixed,MSC06,0.5388888888888889
motor,mem,MSC06,0.5611111111111111
mem,mixed,MSC06,0.76
mem,motor,MSC06,0.8944444444444445
mixed,motor,MSC07,0.8611111111111109
mixed,mem,MSC07,0.925
motor,mixed,MSC07,0.5055555555555555
motor,mem,MSC07,0.5
mem,mixed,MSC07,0.8549999999999999
mem,motor,MSC07,0.7611111111111111
mixed,motor,MSC10,0.915
mixed,mem,MSC10,0.9799999999999999
motor,mixed,MSC10,0.5449999999999999
motor,mem,MSC10,0.6300000000000001
mem,mixed,MSC10,0.7949999999999999
mem,motor,MSC10,0.8950000000000001
