train_task,test_task,sub,acc
mixed,motor,MSC01,0.9949999999999999
mixed,mem,MSC01,0.9450000000000001
motor,mixed,MSC01,0.82
motor,mem,MSC01,0.85
mem,mixed,MSC01,0.8800000000000001
mem,motor,MSC01,0.925
mixed,motor,MSC02,0.525
mixed,mem,MSC02,0.7750000000000001
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.5199999999999999
mem,motor,MSC02,0.6500000000000001
mixed,motor,MSC03,0.9100000000000001
mixed,mem,MSC03,0.775
motor,mixed,MSC03,0.72
motor,mem,MSC03,0.60625
mem,mixed,MSC03,0.6
mem,motor,MSC03,0.725
mixed,motor,MSC04,0.9000000000000001
mixed,mem,MSC04,0.8950000000000001
motor,mixed,MSC04,0.5499999999999999
motor,mem,MSC04,0.64
mem,mixed,MSC04,0.8149999999999998
mem,motor,MSC04,0.7849999999999999
mixed,motor,MSC05,0.86
mixed,mem,MSC05,0.95
motor,mixed,MSC05,0.8299999999999998
motor,mem,MSC05,0.8399999999999999
mem,mixed,MSC05,0.79
mem,motor,MSC05,0.85
mixed,motor,MSC06,0.9277777777777778
mixed,mem,MSC06,0.9299999999999999
motor,mixed,MSC06,0.7055555555555556
motor,mem,MSC06,0.8555555555555556
mem,mixed,MSC06,0.78
mem,motor,MSC06,0.7444444444444445
mixed,motor,MSC07,0.7277777777777776
mixed,mem,MSC07,0.7949999999999998
motor,mixed,MSC07,0.5
motor,mem,MSC07,0.5
mem,mixed,MSC07,0.74
mem,motor,MSC07,0.7
mixed,motor,MSC10,0.8300000000000001
mixed,mem,MSC10,0.89
motor,mixed,MSC10,0.6
motor,mem,MSC10,0.55
mem,mixed,MSC10,0.735
mem,motor,MSC10,0.78
