train_task,test_task,sub,acc
mixed,motor,MSC01,0.95
mixed,mem,MSC01,1.0
motor,mixed,MSC01,0.8099999999999999
motor,mem,MSC01,0.8049999999999999
mem,mixed,MSC01,0.8800000000000001
mem,motor,MSC01,0.9000000000000001
mixed,motor,MSC02,0.505
mixed,mem,MSC02,0.825
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.55
mem,mixed,MSC02,0.675
mem,motor,MSC02,0.5449999999999999
mixed,motor,MSC03,0.915
mixed,mem,MSC03,0.89375
motor,mixed,MSC03,0.6500000000000001
motor,mem,MSC03,0.70625
mem,mixed,MSC03,0.60625
mem,motor,MSC03,0.6375000000000001
mixed,motor,MSC04,0.82
mixed,mem,MSC04,0.9299999999999999
motor,mixed,MSC04,0.6500000000000001
motor,mem,MSC04,0.735
mem,mixed,MSC04,0.8249999999999998
mem,motor,MSC04,0.7949999999999999
mixed,motor,MSC05,0.9100000000000001
mixed,mem,MSC05,0.96
motor,mixed,MSC05,0.5999999999999999
motor,mem,MSC05,0.7699999999999999
mem,mixed,MSC05,0.745
mem,motor,MSC05,0.865
mixed,motor,MSC06,0.9
mixed,mem,MSC06,0.975
motor,mixed,MSC06,0.5499999999999999
motor,mem,MSC06,0.7944444444444444
mem,mixed,MSC06,0.7899999999999999
mem,motor,MSC06,0.9055555555555557
mixed,motor,MSC07,0.788888888888889
mixed,mem,MSC07,0.8400000000000001
motor,mixed,MSC07,0.5499999999999999
motor,mem,MSC07,0.5
mem,mixed,MSC07,0.7899999999999999
mem,motor,MSC07,0.6666666666666666
mixed,motor,MSC10,0.8450000000000001
mixed,mem,MSC10,0.8949999999999999
motor,mixed,MSC10,0.5499999999999999
motor,mem,MSC10,0.7799999999999999
mem,mixed,MSC10,0.7150000000000001
mem,motor,MSC10,0.9349999999999998
