train_task,test_task,sub,acc
mixed,motor,MSC01,0.9949999999999999
mixed,mem,MSC01,0.9100000000000001
motor,mixed,MSC01,0.86
motor,mem,MSC01,0.6550000000000001
mem,mixed,MSC01,0.9399999999999998
mem,motor,MSC01,1.0
mixed,motor,MSC02,0.73
mixed,mem,MSC02,0.7849999999999999
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.745
mem,motor,MSC02,0.645
mixed,motor,MSC03,1.0
mixed,mem,MSC03,0.925
motor,mixed,MSC03,0.5299999999999999
motor,mem,MSC03,0.60625
mem,mixed,MSC03,0.6375000000000001
mem,motor,MSC03,0.8687499999999999
mixed,motor,MSC04,0.95
mixed,mem,MSC04,0.9600000000000002
motor,mixed,MSC04,0.5499999999999999
motor,mem,MSC04,0.7250000000000001
mem,mixed,MSC04,0.8999999999999998
mem,motor,MSC04,0.9
mixed,motor,MSC05,0.9550000000000001
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.565
motor,mem,MSC05,0.6900000000000002
mem,mixed,MSC05,0.8449999999999998
mem,motor,MSC05,0.99
mixed,motor,MSC06,0.9555555555555555
mixed,mem,MSC06,1.0
motor,mixed,MSC06,0.5277777777777777
motor,mem,MSC06,0.5666666666666667
mem,mixed,MSC06,0.75
mem,motor,MSC06,0.9388888888888889
mixed,motor,MSC07,0.8666666666666669
mixed,mem,MSC07,0.9200000000000002
motor,mixed,MSC07,0.5499999999999999
motor,mem,MSC07,0.5
mem,mixed,MSC07,0.8699999999999999
mem,motor,MSC07,0.7444444444444444
mixed,motor,MSC10,0.9000000000000001
mixed,mem,MSC10,0.97
motor,mixed,MSC10,0.51
motor,mem,MSC10,0.5549999999999999
mem,mixed,MSC10,0.7999999999999999
mem,motor,MSC10,0.925
