train_task,test_task,sub,acc
mixed,motor,MSC01,0.8950000000000001
mixed,mem,MSC01,0.6800000000000002
motor,mixed,MSC01,0.8699999999999999
motor,mem,MSC01,0.755
mem,mixed,MSC01,1.0
mem,motor,MSC01,0.925
mixed,motor,MSC02,0.6450000000000001
mixed,mem,MSC02,0.8149999999999998
motor,mixed,MSC02,0.45999999999999996
motor,mem,MSC02,0.5499999999999999
mem,mixed,MSC02,0.6450000000000001
mem,motor,MSC02,0.6099999999999999
mixed,motor,MSC03,0.6650000000000001
mixed,mem,MSC03,0.83125
motor,mixed,MSC03,0.63
motor,mem,MSC03,0.65625
mem,mixed,MSC03,0.7625
mem,motor,MSC03,0.68125
mixed,motor,MSC04,0.9299999999999999
mixed,mem,MSC04,0.9000000000000001
motor,mixed,MSC04,0.7949999999999999
motor,mem,MSC04,0.765
mem,mixed,MSC04,0.825
mem,motor,MSC04,0.74
mixed,motor,MSC05,0.715
mixed,mem,MSC05,0.9
motor,mixed,MSC05,0.6149999999999999
motor,mem,MSC05,0.9800000000000001
mem,mixed,MSC05,0.75
mem,motor,MSC05,0.7300000000000001
mixed,motor,MSC06,0.65
mixed,mem,MSC06,0.7799999999999999
motor,mixed,MSC06,0.5111111111111111
motor,mem,MSC06,0.4833333333333333
mem,mixed,MSC06,0.6900000000000001
mem,motor,MSC06,0.5944444444444446
mixed,motor,MSC07,0.5722222222222223
mixed,mem,MSC07,0.7499999999999999
motor,mixed,MSC07,0.5166666666666667
motor,mem,MSC07,0.5277777777777777
mem,mixed,MSC07,0.6799999999999999
mem,motor,MSC07,0.5833333333333333
mixed,motor,MSC10,0.825
mixed,mem,MSC10,0.805
motor,mixed,MSC10,0.705
motor,mem,MSC10,0.5950000000000001
mem,mixed,MSC10,0.735
mem,motor,MSC10,0.7449999999999999
