train_task,test_task,sub,acc
mixed,motor,MSC01,0.71
mixed,mem,MSC01,0.72
motor,mixed,MSC01,0.7749999999999999
motor,mem,MSC01,0.675
mem,mixed,MSC01,0.7999999999999999
mem,motor,MSC01,0.74
mixed,motor,MSC02,0.6500000000000001
mixed,mem,MSC02,0.745
motor,mixed,MSC02,0.54
motor,mem,MSC02,0.6450000000000001
mem,mixed,MSC02,0.6900000000000001
mem,motor,MSC02,0.6849999999999999
mixed,motor,MSC03,0.8899999999999999
mixed,mem,MSC03,0.7375
motor,mixed,MSC03,0.825
motor,mem,MSC03,0.69375
mem,mixed,MSC03,0.8
mem,motor,MSC03,0.8625
mixed,motor,MSC04,0.7749999999999998
mixed,mem,MSC04,0.8300000000000001
motor,mixed,MSC04,0.5549999999999999
motor,mem,MSC04,0.7750000000000001
mem,mixed,MSC04,0.7499999999999998
mem,motor,MSC04,0.805
mixed,motor,MSC05,0.8099999999999999
mixed,mem,MSC05,0.95
motor,mixed,MSC05,0.8550000000000001
motor,mem,MSC05,0.8699999999999999
mem,mixed,MSC05,0.95
mem,motor,MSC05,0.8499999999999999
mixed,motor,MSC06,0.7444444444444444
mixed,mem,MSC06,0.8600000000000001
motor,mixed,MSC06,0.6277777777777778
motor,mem,MSC06,0.8833333333333333
mem,mixed,MSC06,0.82
mem,motor,MSC06,0.8055555555555556
mixed,motor,MSC07,0.7722222222222221
mixed,mem,MSC07,0.705
motor,mixed,MSC07,0.6000000000000001
motor,mem,MSC07,0.5388888888888889
mem,mixed,MSC07,0.65
mem,motor,MSC07,0.6722222222222222
mixed,motor,MSC10,0.7149999999999999
mixed,mem,MSC10,0.85
motor,mixed,MSC10,0.73
motor,mem,MSC10,0.73
mem,mixed,MSC10,0.835
mem,motor,MSC10,0.7449999999999999
