train_task,test_task,sub,acc
mixed,motor,MSC01,0.99
mixed,mem,MSC01,0.9299999999999999
motor,mixed,MSC01,0.735
motor,mem,MSC01,0.6550000000000001
mem,mixed,MSC01,0.925
mem,motor,MSC01,0.9549999999999998
mixed,motor,MSC02,0.8600000000000001
mixed,mem,MSC02,0.86
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.72
mem,motor,MSC02,0.6900000000000002
mixed,motor,MSC03,0.975
mixed,mem,MSC03,0.84375
motor,mixed,MSC03,0.5549999999999999
motor,mem,MSC03,0.5125
mem,mixed,MSC03,0.64375
mem,motor,MSC03,0.8687500000000001
mixed,motor,MSC04,0.945
mixed,mem,MSC04,0.985
motor,mixed,MSC04,0.575
motor,mem,MSC04,0.675
mem,mixed,MSC04,0.8699999999999999
mem,motor,MSC04,0.9
mixed,motor,MSC05,0.9549999999999998
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.5749999999999998
motor,mem,MSC05,0.7050000000000001
mem,mixed,MSC05,0.7999999999999999
mem,motor,MSC05,1.0
mixed,motor,MSC06,0.9388888888888889
mixed,mem,MSC06,0.95
motor,mixed,MSC06,0.5499999999999999
motor,mem,MSC06,0.5166666666666666
mem,mixed,MSC06,0.745
mem,motor,MSC06,0.9111111111111112
mixed,motor,MSC07,0.85
mixed,mem,MSC07,0.8800000000000001
motor,mixed,MSC07,0.5
motor,mem,MSC07,0.5
mem,mixed,MSC07,0.86
mem,motor,MSC07,0.8111111111111111
mixed,motor,MSC10,0.945
mixed,mem,MSC10,0.9800000000000001
motor,mixed,MSC10,0.5399999999999999
motor,mem,MSC10,0.645
mem,mixed,MSC10,0.825
mem,motor,MSC10,0.915
