train_task,test_task,sub,acc
mixed,motor,MSC01,0.735
mixed,mem,MSC01,0.505
motor,mixed,MSC01,0.76
motor,mem,MSC01,0.7050000000000001
mem,mixed,MSC01,0.6450000000000001
mem,motor,MSC01,0.7849999999999998
mixed,motor,MSC02,0.47000000000000003
mixed,mem,MSC02,0.53
motor,mixed,MSC02,0.485
motor,mem,MSC02,0.6300000000000001
mem,mixed,MSC02,0.7150000000000001
mem,motor,MSC02,0.8550000000000001
mixed,motor,MSC03,0.7050000000000001
mixed,mem,MSC03,0.65
motor,mixed,MSC03,0.5850000000000001
motor,mem,MSC03,0.6125
mem,mixed,MSC03,0.6625
mem,motor,MSC03,0.65625
mixed,motor,MSC04,0.8450000000000001
mixed,mem,MSC04,0.725
motor,mixed,MSC04,0.685
motor,mem,MSC04,0.7100000000000001
mem,mixed,MSC04,0.705
mem,motor,MSC04,0.67
mixed,motor,MSC05,0.6799999999999999
mixed,mem,MSC05,0.71
motor,mixed,MSC05,0.595
motor,mem,MSC05,0.6950000000000001
mem,mixed,MSC05,0.7300000000000001
mem,motor,MSC05,0.675
mixed,motor,MSC06,0.9444444444444444
mixed,mem,MSC06,0.8949999999999999
motor,mixed,MSC06,0.8111111111111112
motor,mem,MSC06,0.7833333333333333
mem,mixed,MSC06,0.7649999999999999
mem,motor,MSC06,0.7888888888888889
mixed,motor,MSC07,0.611111111111111
mixed,mem,MSC07,0.7649999999999999
motor,mixed,MSC07,0.4444444444444444
motor,mem,MSC07,0.5722222222222223
mem,mixed,MSC07,0.7049999999999998
mem,motor,MSC07,0.5333333333333332
mixed,motor,MSC10,0.6849999999999999
mixed,mem,MSC10,0.82
motor,mixed,MSC10,0.51
motor,mem,MSC10,0.7699999999999999
mem,mixed,MSC10,0.72
mem,motor,MSC10,0.7300000000000001
