,train_task,test_task,sub,acc,Features
23,mem,motor,MSC04,0.91,100
24,mixed,motor,MSC05,0.9549999999999998,100
25,mixed,mem,MSC05,0.945,100
26,motor,mixed,MSC05,0.5549999999999999,100
27,motor,mem,MSC05,0.6,100
28,mem,mixed,MSC05,0.9,100
29,mem,motor,MSC05,0.985,100
30,mixed,motor,MSC06,0.7833333333333333,100
31,mixed,mem,MSC06,0.8100000000000002,100
32,motor,mixed,MSC06,0.5555555555555555,100
33,motor,mem,MSC06,0.5611111111111111,100
34,mem,mixed,MSC06,0.705,100
35,mem,motor,MSC06,0.7888888888888886,100
36,mixed,motor,MSC07,0.6888888888888889,100
37,mixed,mem,MSC07,0.8600000000000001,100
38,motor,mixed,MSC07,0.5,100
39,motor,mem,MSC07,0.5833333333333334,100
40,mem,mixed,MSC07,0.835,100
41,mem,motor,MSC07,0.9444444444444444,100
42,mixed,motor,MSC10,0.7,100
43,mixed,mem,MSC10,0.82,100
44,motor,mixed,MSC10,0.61,100
45,motor,mem,MSC10,0.655,100
46,mem,mixed,MSC10,0.8950000000000001,100
47,mem,motor,MSC10,0.74,100
0,mixed,motor,MSC01,0.96,200
1,mixed,mem,MSC01,0.91,200
2,motor,mixed,MSC01,0.89,200
3,motor,mem,MSC01,0.7150000000000001,200
4,mem,mixed,MSC01,0.91,200
5,mem,motor,MSC01,1.0,200
6,mixed,motor,MSC02,0.86,200
7,mixed,mem,MSC02,0.745,200
8,motor,mixed,MSC02,0.5399999999999999,200
9,motor,mem,MSC02,0.5,200
10,mem,mixed,MSC02,0.5599999999999999,200
11,mem,motor,MSC02,0.61,200
12,mixed,motor,MSC03,0.96,200
13,mixed,mem,MSC03,0.78125,200
14,motor,mixed,MSC03,0.655,200
15,motor,mem,MSC03,0.69375,200
16,mem,mixed,MSC03,0.65,200
17,mem,motor,MSC03,0.8687500000000001,200
18,mixed,motor,MSC04,0.835,200
19,mixed,mem,MSC04,1.0,200
20,motor,mixed,MSC04,0.74,200
21,motor,mem,MSC04,0.775,200
22,mem,mixed,MSC04,0.945,200
23,mem,motor,MSC04,0.7999999999999999,200
24,mixed,motor,MSC05,0.8950000000000001,200
25,mixed,mem,MSC05,0.95,200
26,motor,mixed,MSC05,0.6799999999999999,200
27,motor,mem,MSC05,0.6700000000000002,200
28,mem,mixed,MSC05,0.7899999999999999,200
29,mem,motor,MSC05,0.945,200
30,mixed,motor,MSC06,0.8111111111111111,200
31,mixed,mem,MSC06,0.95,200
32,motor,mixed,MSC06,0.5722222222222223,200
33,motor,mem,MSC06,0.8055555555555555,200
34,mem,mixed,MSC06,0.7849999999999999,200
35,mem,motor,MSC06,0.9111111111111112,200
36,mixed,motor,MSC07,0.7944444444444444,200
37,mixed,mem,MSC07,0.9000000000000001,200
38,motor,mixed,MSC07,0.5111111111111111,200
39,motor,mem,MSC07,0.5,200
40,mem,mixed,MSC07,0.805,200
41,mem,motor,MSC07,0.8277777777777777,200
42,mixed,motor,MSC10,0.89,200
43,mixed,mem,MSC10,0.8550000000000001,200
44,motor,mixed,MSC10,0.5449999999999999,200
45,motor,mem,MSC10,0.82,200
46,mem,mixed,MSC10,0.7899999999999999,200
47,mem,motor,MSC10,0.935,200
0,mixed,motor,MSC01,0.95,300
1,mixed,mem,MSC01,0.86,300
2,motor,mixed,MSC01,0.7949999999999999,300
3,motor,mem,MSC01,0.6500000000000001,300
4,mem,mixed,MSC01,0.915,300
5,mem,motor,MSC01,0.885,300
6,mixed,motor,MSC02,0.69,300
7,mixed,mem,MSC02,0.6950000000000001,300
8,motor,mixed,MSC02,0.5399999999999999,300
9,motor,mem,MSC02,0.5149999999999999,300
10,mem,mixed,MSC02,0.7549999999999999,300
11,mem,motor,MSC02,0.7549999999999999,300
12,mixed,motor,MSC03,0.9350000000000002,300
13,mixed,mem,MSC03,0.8875,300
14,motor,mixed,MSC03,0.6600000000000001,300
15,motor,mem,MSC03,0.60625,300
16,mem,mixed,MSC03,0.7249999999999999,300
17,mem,motor,MSC03,0.8562500000000002,300
18,mixed,motor,MSC04,0.95,300
19,mixed,mem,MSC04,0.95,300
20,motor,mixed,MSC04,0.6200000000000001,300
21,motor,mem,MSC04,0.7250000000000001,300
22,mem,mixed,MSC04,0.8799999999999999,300
23,mem,motor,MSC04,0.885,300
24,mixed,motor,MSC05,0.9000000000000001,300
25,mixed,mem,MSC05,1.0,300
26,motor,mixed,MSC05,0.635,300
27,motor,mem,MSC05,0.845,300
28,mem,mixed,MSC05,0.8850000000000001,300
29,mem,motor,MSC05,0.985,300
30,mixed,motor,MSC06,0.9666666666666666,300
31,mixed,mem,MSC06,0.985,300
32,motor,mixed,MSC06,0.6499999999999999,300
33,motor,mem,MSC06,0.6499999999999999,300
34,mem,mixed,MSC06,0.8399999999999999,300
35,mem,motor,MSC06,0.9,300
36,mixed,motor,MSC07,0.6722222222222223,300
37,mixed,mem,MSC07,0.8850000000000001,300
38,motor,mixed,MSC07,0.5444444444444444,300
39,motor,mem,MSC07,0.5,300
40,mem,mixed,MSC07,0.8699999999999999,300
41,mem,motor,MSC07,0.7666666666666666,300
42,mixed,motor,MSC10,0.9150000000000004,300
43,mixed,mem,MSC10,0.9549999999999998,300
44,motor,mixed,MSC10,0.5399999999999999,300
45,motor,mem,MSC10,0.6500000000000001,300
46,mem,mixed,MSC10,0.825,300
47,mem,motor,MSC10,0.91,300
0,mixed,motor,MSC01,0.96,400
1,mixed,mem,MSC01,0.93,400
2,motor,mixed,MSC01,0.8400000000000001,400
3,motor,mem,MSC01,0.6500000000000001,400
4,mem,mixed,MSC01,0.93,400
5,mem,motor,MSC01,0.925,400
6,mixed,motor,MSC02,0.69,400
7,mixed,mem,MSC02,0.6900000000000001,400
8,motor,mixed,MSC02,0.5,400
9,motor,mem,MSC02,0.5,400
10,mem,mixed,MSC02,0.6900000000000001,400
11,mem,motor,MSC02,0.735,400
12,mixed,motor,MSC03,0.995,400
13,mixed,mem,MSC03,0.89375,400
14,motor,mixed,MSC03,0.595,400
15,motor,mem,MSC03,0.58125,400
16,mem,mixed,MSC03,0.6625000000000001,400
17,mem,motor,MSC03,0.9625,400
18,mixed,motor,MSC04,0.95,400
19,mixed,mem,MSC04,0.985,400
20,motor,mixed,MSC04,0.585,400
21,motor,mem,MSC04,0.7350000000000001,400
22,mem,mixed,MSC04,0.7749999999999999,400
23,mem,motor,MSC04,0.8149999999999998,400
24,mixed,motor,MSC05,0.94,400
25,mixed,mem,MSC05,1.0,400
26,motor,mixed,MSC05,0.6300000000000001,400
27,motor,mem,MSC05,0.8800000000000001,400
28,mem,mixed,MSC05,0.8699999999999998,400
29,mem,motor,MSC05,0.95,400
30,mixed,motor,MSC06,0.9277777777777778,400
31,mixed,mem,MSC06,0.91,400
32,motor,mixed,MSC06,0.6166666666666667,400
33,motor,mem,MSC06,0.6,400
34,mem,mixed,MSC06,0.7899999999999998,400
35,mem,motor,MSC06,0.8611111111111113,400
36,mixed,motor,MSC07,0.75,400
37,mixed,mem,MSC07,0.96,400
38,motor,mixed,MSC07,0.5388888888888889,400
39,motor,mem,MSC07,0.5,400
40,mem,mixed,MSC07,0.8299999999999998,400
41,mem,motor,MSC07,0.8388888888888889,400
42,mixed,motor,MSC10,0.82,400
43,mixed,mem,MSC10,0.955,400
44,motor,mixed,MSC10,0.555,400
45,motor,mem,MSC10,0.67,400
46,mem,mixed,MSC10,0.8150000000000001,400
47,mem,motor,MSC10,0.8850000000000001,400
0,mixed,motor,MSC01,0.995,500
1,mixed,mem,MSC01,0.94,500
2,motor,mixed,MSC01,0.755,500
3,motor,mem,MSC01,0.6550000000000001,500
