,train_task,test_task,sub,acc,Features
0,mixed,motor,MSC01,0.52,10
1,mixed,mem,MSC01,0.5349999999999999,10
2,motor,mixed,MSC01,0.74,10
3,motor,mem,MSC01,0.7350000000000001,10
4,mem,mixed,MSC01,0.78,10
5,mem,motor,MSC01,0.75,10
6,mixed,motor,MSC02,0.68,10
7,mixed,mem,MSC02,0.6950000000000001,10
8,motor,mixed,MSC02,0.65,10
9,motor,mem,MSC02,0.585,10
10,mem,mixed,MSC02,0.7499999999999998,10
11,mem,motor,MSC02,0.6100000000000001,10
12,mixed,motor,MSC03,0.7900000000000001,10
13,mixed,mem,MSC03,0.7125,10
14,motor,mixed,MSC03,0.6849999999999999,10
15,motor,mem,MSC03,0.7125,10
16,mem,mixed,MSC03,0.5562499999999999,10
17,mem,motor,MSC03,0.60625,10
18,mixed,motor,MSC04,0.6500000000000001,10
19,mixed,mem,MSC04,0.8550000000000001,10
20,motor,mixed,MSC04,0.6749999999999999,10
21,motor,mem,MSC04,0.6799999999999999,10
22,mem,mixed,MSC04,0.945,10
23,mem,motor,MSC04,0.72,10
24,mixed,motor,MSC05,0.64,10
25,mixed,mem,MSC05,0.885,10
26,motor,mixed,MSC05,0.575,10
27,motor,mem,MSC05,0.8,10
28,mem,mixed,MSC05,0.6950000000000001,10
29,mem,motor,MSC05,0.73,10
30,mixed,motor,MSC06,0.6444444444444445,10
31,mixed,mem,MSC06,0.7,10
32,motor,mixed,MSC06,0.5277777777777779,10
33,motor,mem,MSC06,0.4833333333333334,10
34,mem,mixed,MSC06,0.6700000000000002,10
35,mem,motor,MSC06,0.5222222222222223,10
36,mixed,motor,MSC07,0.4777777777777778,10
37,mixed,mem,MSC07,0.4699999999999999,10
38,motor,mixed,MSC07,0.30000000000000004,10
39,motor,mem,MSC07,0.29444444444444445,10
40,mem,mixed,MSC07,0.425,10
41,mem,motor,MSC07,0.4444444444444445,10
42,mixed,motor,MSC10,0.76,10
43,mixed,mem,MSC10,0.8249999999999998,10
44,motor,mixed,MSC10,0.7199999999999999,10
45,motor,mem,MSC10,0.7049999999999998,10
46,mem,mixed,MSC10,0.78,10
47,mem,motor,MSC10,0.7650000000000001,10
0,mixed,motor,MSC01,0.71,20
1,mixed,mem,MSC01,0.72,20
2,motor,mixed,MSC01,0.7749999999999999,20
3,motor,mem,MSC01,0.675,20
4,mem,mixed,MSC01,0.7999999999999999,20
5,mem,motor,MSC01,0.74,20
6,mixed,motor,MSC02,0.6500000000000001,20
7,mixed,mem,MSC02,0.745,20
8,motor,mixed,MSC02,0.54,20
9,motor,mem,MSC02,0.6450000000000001,20
10,mem,mixed,MSC02,0.6900000000000001,20
11,mem,motor,MSC02,0.6849999999999999,20
12,mixed,motor,MSC03,0.8899999999999999,20
13,mixed,mem,MSC03,0.7375,20
14,motor,mixed,MSC03,0.825,20
15,motor,mem,MSC03,0.69375,20
16,mem,mixed,MSC03,0.8,20
17,mem,motor,MSC03,0.8625,20
18,mixed,motor,MSC04,0.7749999999999998,20
19,mixed,mem,MSC04,0.8300000000000001,20
20,motor,mixed,MSC04,0.5549999999999999,20
21,motor,mem,MSC04,0.7750000000000001,20
22,mem,mixed,MSC04,0.7499999999999998,20
23,mem,motor,MSC04,0.805,20
24,mixed,motor,MSC05,0.8099999999999999,20
25,mixed,mem,MSC05,0.95,20
26,motor,mixed,MSC05,0.8550000000000001,20
27,motor,mem,MSC05,0.8699999999999999,20
28,mem,mixed,MSC05,0.95,20
29,mem,motor,MSC05,0.8499999999999999,20
30,mixed,motor,MSC06,0.7444444444444444,20
31,mixed,mem,MSC06,0.8600000000000001,20
32,motor,mixed,MSC06,0.6277777777777778,20
33,motor,mem,MSC06,0.8833333333333333,20
34,mem,mixed,MSC06,0.82,20
35,mem,motor,MSC06,0.8055555555555556,20
36,mixed,motor,MSC07,0.7722222222222221,20
37,mixed,mem,MSC07,0.705,20
38,motor,mixed,MSC07,0.6000000000000001,20
39,motor,mem,MSC07,0.5388888888888889,20
40,mem,mixed,MSC07,0.65,20
41,mem,motor,MSC07,0.6722222222222222,20
42,mixed,motor,MSC10,0.7149999999999999,20
43,mixed,mem,MSC10,0.85,20
44,motor,mixed,MSC10,0.73,20
45,motor,mem,MSC10,0.73,20
46,mem,mixed,MSC10,0.835,20
47,mem,motor,MSC10,0.7449999999999999,20
0,mixed,motor,MSC01,0.8950000000000001,30
1,mixed,mem,MSC01,0.6800000000000002,30
2,motor,mixed,MSC01,0.8699999999999999,30
3,motor,mem,MSC01,0.755,30
4,mem,mixed,MSC01,1.0,30
5,mem,motor,MSC01,0.925,30
6,mixed,motor,MSC02,0.6450000000000001,30
7,mixed,mem,MSC02,0.8149999999999998,30
8,motor,mixed,MSC02,0.46,30
9,motor,mem,MSC02,0.5499999999999999,30
10,mem,mixed,MSC02,0.6450000000000001,30
11,mem,motor,MSC02,0.6099999999999999,30
12,mixed,motor,MSC03,0.6650000000000001,30
13,mixed,mem,MSC03,0.83125,30
14,motor,mixed,MSC03,0.63,30
15,motor,mem,MSC03,0.65625,30
16,mem,mixed,MSC03,0.7625,30
17,mem,motor,MSC03,0.68125,30
18,mixed,motor,MSC04,0.93,30
19,mixed,mem,MSC04,0.9000000000000001,30
20,motor,mixed,MSC04,0.7949999999999999,30
21,motor,mem,MSC04,0.765,30
22,mem,mixed,MSC04,0.825,30
23,mem,motor,MSC04,0.74,30
24,mixed,motor,MSC05,0.715,30
25,mixed,mem,MSC05,0.9,30
26,motor,mixed,MSC05,0.6149999999999999,30
27,motor,mem,MSC05,0.98,30
28,mem,mixed,MSC05,0.75,30
29,mem,motor,MSC05,0.7300000000000001,30
30,mixed,motor,MSC06,0.65,30
31,mixed,mem,MSC06,0.7799999999999999,30
32,motor,mixed,MSC06,0.5111111111111111,30
33,motor,mem,MSC06,0.4833333333333333,30
34,mem,mixed,MSC06,0.6900000000000001,30
35,mem,motor,MSC06,0.5944444444444446,30
36,mixed,motor,MSC07,0.5722222222222223,30
37,mixed,mem,MSC07,0.7499999999999999,30
38,motor,mixed,MSC07,0.5166666666666667,30
39,motor,mem,MSC07,0.5277777777777777,30
40,mem,mixed,MSC07,0.6799999999999999,30
41,mem,motor,MSC07,0.5833333333333333,30
42,mixed,motor,MSC10,0.825,30
43,mixed,mem,MSC10,0.805,30
44,motor,mixed,MSC10,0.705,30
45,motor,mem,MSC10,0.5950000000000001,30
46,mem,mixed,MSC10,0.735,30
47,mem,motor,MSC10,0.7449999999999999,30
0,mixed,motor,MSC01,0.905,40
1,mixed,mem,MSC01,0.845,40
2,motor,mixed,MSC01,0.7899999999999999,40
3,motor,mem,MSC01,0.8049999999999999,40
4,mem,mixed,MSC01,0.8950000000000001,40
5,mem,motor,MSC01,0.95,40
6,mixed,motor,MSC02,0.72,40
7,mixed,mem,MSC02,0.58,40
8,motor,mixed,MSC02,0.53,40
9,motor,mem,MSC02,0.595,40
10,mem,mixed,MSC02,0.6950000000000001,40
11,mem,motor,MSC02,0.89,40
12,mixed,motor,MSC03,0.94,40
13,mixed,mem,MSC03,0.75,40
14,motor,mixed,MSC03,0.75,40
15,motor,mem,MSC03,0.55625,40
16,mem,mixed,MSC03,0.7625000000000001,40
17,mem,motor,MSC03,0.8062499999999999,40
18,mixed,motor,MSC04,0.98,40
19,mixed,mem,MSC04,0.8499999999999999,40
20,motor,mixed,MSC04,0.7350000000000001,40
21,motor,mem,MSC04,0.6900000000000001,40
22,mem,mixed,MSC04,0.8700000000000001,40
23,mem,motor,MSC04,0.8650000000000002,40
24,mixed,motor,MSC05,0.85,40
25,mixed,mem,MSC05,0.8300000000000001,40
26,motor,mixed,MSC05,0.685,40
27,motor,mem,MSC05,0.685,40
28,mem,mixed,MSC05,0.7899999999999999,40
29,mem,motor,MSC05,0.7949999999999998,40
30,mixed,motor,MSC06,0.8722222222222223,40
31,mixed,mem,MSC06,0.95,40
32,motor,mixed,MSC06,0.7000000000000001,40
33,motor,mem,MSC06,0.75,40
34,mem,mixed,MSC06,0.8150000000000001,40
35,mem,motor,MSC06,0.8555555555555555,40
36,mixed,motor,MSC07,0.7277777777777777,40
37,mixed,mem,MSC07,0.7699999999999999,40
38,motor,mixed,MSC07,0.5555555555555556,40
39,motor,mem,MSC07,0.5277777777777778,40
40,mem,mixed,MSC07,0.835,40
41,mem,motor,MSC07,0.6388888888888891,40
42,mixed,motor,MSC10,0.745,40
43,mixed,mem,MSC10,0.675,40
44,motor,mixed,MSC10,0.68,40
45,motor,mem,MSC10,0.7100000000000002,40
46,mem,mixed,MSC10,0.5650000000000001,40
47,mem,motor,MSC10,0.7849999999999999,40
0,mixed,motor,MSC01,0.9200000000000002,50
1,mixed,mem,MSC01,0.85,50
2,motor,mixed,MSC01,0.71,50
3,motor,mem,MSC01,0.7050000000000001,50
4,mem,mixed,MSC01,0.795,50
5,mem,motor,MSC01,0.9000000000000001,50
6,mixed,motor,MSC02,0.925,50
7,mixed,mem,MSC02,0.625,50
8,motor,mixed,MSC02,0.5,50
9,motor,mem,MSC02,0.51,50
10,mem,mixed,MSC02,0.52,50
11,mem,motor,MSC02,0.76,50
12,mixed,motor,MSC03,0.74,50
13,mixed,mem,MSC03,0.6125,50
14,motor,mixed,MSC03,0.5349999999999999,50
15,motor,mem,MSC03,0.59375,50
16,mem,mixed,MSC03,0.46875,50
17,mem,motor,MSC03,0.5,50
18,mixed,motor,MSC04,0.6950000000000001,50
19,mixed,mem,MSC04,0.6950000000000001,50
20,motor,mixed,MSC04,0.62,50
21,motor,mem,MSC04,0.635,50
22,mem,mixed,MSC04,0.8400000000000001,50
23,mem,motor,MSC04,0.7749999999999998,50
24,mixed,motor,MSC05,0.8499999999999999,50
25,mixed,mem,MSC05,0.92,50
26,motor,mixed,MSC05,0.6249999999999999,50
27,motor,mem,MSC05,0.8499999999999999,50
28,mem,mixed,MSC05,0.665,50
29,mem,motor,MSC05,0.93,50
30,mixed,motor,MSC06,0.6166666666666668,50
31,mixed,mem,MSC06,0.8299999999999998,50
32,motor,mixed,MSC06,0.5555555555555556,50
33,motor,mem,MSC06,0.5444444444444444,50
34,mem,mixed,MSC06,0.6499999999999999,50
35,mem,motor,MSC06,0.5888888888888889,50
36,mixed,motor,MSC07,0.5722222222222222,50
37,mixed,mem,MSC07,0.72,50
38,motor,mixed,MSC07,0.5388888888888889,50
39,motor,mem,MSC07,0.5055555555555555,50
40,mem,mixed,MSC07,0.615,50
41,mem,motor,MSC07,0.5722222222222222,50
42,mixed,motor,MSC10,0.8400000000000001,50
43,mixed,mem,MSC10,0.7849999999999999,50
44,motor,mixed,MSC10,0.505,50
45,motor,mem,MSC10,0.6599999999999999,50
46,mem,mixed,MSC10,0.74,50
47,mem,motor,MSC10,0.8499999999999999,50
0,mixed,motor,MSC01,0.95,60
1,mixed,mem,MSC01,0.93,60
2,motor,mixed,MSC01,0.97,60
3,motor,mem,MSC01,0.965,60
4,mem,mixed,MSC01,0.865,60
5,mem,motor,MSC01,0.8750000000000002,60
6,mixed,motor,MSC02,0.67,60
7,mixed,mem,MSC02,0.8950000000000001,60
8,motor,mixed,MSC02,0.6500000000000001,60
9,motor,mem,MSC02,0.665,60
10,mem,mixed,MSC02,0.8750000000000002,60
11,mem,motor,MSC02,0.76,60
12,mixed,motor,MSC03,0.8450000000000001,60
13,mixed,mem,MSC03,0.8125,60
14,motor,mixed,MSC03,0.7200000000000001,60
15,motor,mem,MSC03,0.78125,60
16,mem,mixed,MSC03,0.6125,60
17,mem,motor,MSC03,0.7625,60
18,mixed,motor,MSC04,0.965,60
19,mixed,mem,MSC04,0.975,60
20,motor,mixed,MSC04,0.9350000000000002,60
21,motor,mem,MSC04,0.8399999999999999,60
22,mem,mixed,MSC04,0.9549999999999998,60
23,mem,motor,MSC04,0.8149999999999998,60
24,mixed,motor,MSC05,0.965,60
25,mixed,mem,MSC05,1.0,60
26,motor,mixed,MSC05,0.76,60
27,motor,mem,MSC05,0.89,60
28,mem,mixed,MSC05,0.7549999999999999,60
29,mem,motor,MSC05,0.845,60
30,mixed,motor,MSC06,0.9333333333333332,60
31,mixed,mem,MSC06,0.8800000000000001,60
32,motor,mixed,MSC06,0.6666666666666667,60
33,motor,mem,MSC06,0.6166666666666666,60
34,mem,mixed,MSC06,0.6950000000000001,60
35,mem,motor,MSC06,0.7277777777777777,60
36,mixed,motor,MSC07,0.8222222222222222,60
37,mixed,mem,MSC07,0.91,60
38,motor,mixed,MSC07,0.5611111111111111,60
39,motor,mem,MSC07,0.5166666666666666,60
40,mem,mixed,MSC07,0.9,60
41,mem,motor,MSC07,0.7777777777777778,60
42,mixed,motor,MSC10,0.7499999999999999,60
43,mixed,mem,MSC10,0.7549999999999999,60
44,motor,mixed,MSC10,0.695,60
45,motor,mem,MSC10,0.63,60
46,mem,mixed,MSC10,0.8800000000000001,60
47,mem,motor,MSC10,0.8149999999999998,60
0,mixed,motor,MSC01,0.95,70
1,mixed,mem,MSC01,1.0,70
2,motor,mixed,MSC01,0.8099999999999999,70
3,motor,mem,MSC01,0.8049999999999999,70
4,mem,mixed,MSC01,0.8800000000000001,70
5,mem,motor,MSC01,0.9000000000000001,70
6,mixed,motor,MSC02,0.505,70
7,mixed,mem,MSC02,0.825,70
8,motor,mixed,MSC02,0.5,70
9,motor,mem,MSC02,0.55,70
10,mem,mixed,MSC02,0.675,70
11,mem,motor,MSC02,0.5449999999999999,70
12,mixed,motor,MSC03,0.915,70
13,mixed,mem,MSC03,0.89375,70
14,motor,mixed,MSC03,0.6500000000000001,70
15,motor,mem,MSC03,0.70625,70
16,mem,mixed,MSC03,0.60625,70
17,mem,motor,MSC03,0.6375000000000001,70
18,mixed,motor,MSC04,0.82,70
19,mixed,mem,MSC04,0.93,70
20,motor,mixed,MSC04,0.6500000000000001,70
21,motor,mem,MSC04,0.735,70
22,mem,mixed,MSC04,0.8249999999999998,70
23,mem,motor,MSC04,0.7949999999999999,70
24,mixed,motor,MSC05,0.91,70
25,mixed,mem,MSC05,0.96,70
26,motor,mixed,MSC05,0.5999999999999999,70
27,motor,mem,MSC05,0.7699999999999999,70
28,mem,mixed,MSC05,0.745,70
29,mem,motor,MSC05,0.865,70
30,mixed,motor,MSC06,0.9,70
31,mixed,mem,MSC06,0.975,70
32,motor,mixed,MSC06,0.5499999999999999,70
33,motor,mem,MSC06,0.7944444444444444,70
34,mem,mixed,MSC06,0.7899999999999999,70
35,mem,motor,MSC06,0.9055555555555556,70
36,mixed,motor,MSC07,0.7888888888888891,70
37,mixed,mem,MSC07,0.8400000000000001,70
38,motor,mixed,MSC07,0.5499999999999999,70
39,motor,mem,MSC07,0.5,70
40,mem,mixed,MSC07,0.7899999999999999,70
41,mem,motor,MSC07,0.6666666666666666,70
42,mixed,motor,MSC10,0.8450000000000001,70
43,mixed,mem,MSC10,0.8949999999999999,70
44,motor,mixed,MSC10,0.5499999999999999,70
45,motor,mem,MSC10,0.7799999999999999,70
46,mem,mixed,MSC10,0.7150000000000001,70
47,mem,motor,MSC10,0.9349999999999998,70
0,mixed,motor,MSC01,0.8549999999999999,80
1,mixed,mem,MSC01,0.8299999999999998,80
2,motor,mixed,MSC01,0.74,80
3,motor,mem,MSC01,0.5549999999999999,80
4,mem,mixed,MSC01,0.835,80
5,mem,motor,MSC01,0.8450000000000001,80
6,mixed,motor,MSC02,0.7150000000000001,80
7,mixed,mem,MSC02,0.655,80
8,motor,mixed,MSC02,0.5,80
9,motor,mem,MSC02,0.53,80
10,mem,mixed,MSC02,0.8299999999999998,80
11,mem,motor,MSC02,0.7250000000000001,80
12,mixed,motor,MSC03,1.0,80
13,mixed,mem,MSC03,0.93125,80
14,motor,mixed,MSC03,0.8399999999999999,80
15,motor,mem,MSC03,0.7125,80
16,mem,mixed,MSC03,0.7999999999999999,80
17,mem,motor,MSC03,0.93125,80
18,mixed,motor,MSC04,1.0,80
19,mixed,mem,MSC04,0.8699999999999999,80
20,motor,mixed,MSC04,0.7300000000000001,80
21,motor,mem,MSC04,0.6900000000000002,80
22,mem,mixed,MSC04,0.945,80
23,mem,motor,MSC04,0.98,80
24,mixed,motor,MSC05,0.86,80
25,mixed,mem,MSC05,1.0,80
26,motor,mixed,MSC05,0.6650000000000001,80
27,motor,mem,MSC05,0.975,80
28,mem,mixed,MSC05,0.82,80
29,mem,motor,MSC05,0.8599999999999998,80
30,mixed,motor,MSC06,0.9444444444444444,80
31,mixed,mem,MSC06,0.905,80
32,motor,mixed,MSC06,0.8277777777777777,80
33,motor,mem,MSC06,0.6944444444444445,80
34,mem,mixed,MSC06,0.94,80
35,mem,motor,MSC06,0.7555555555555555,80
36,mixed,motor,MSC07,0.9,80
37,mixed,mem,MSC07,0.905,80
38,motor,mixed,MSC07,0.5,80
39,motor,mem,MSC07,0.5055555555555555,80
40,mem,mixed,MSC07,0.755,80
41,mem,motor,MSC07,0.7166666666666666,80
42,mixed,motor,MSC10,0.82,80
43,mixed,mem,MSC10,0.97,80
44,motor,mixed,MSC10,0.545,80
45,motor,mem,MSC10,0.7350000000000001,80
46,mem,mixed,MSC10,0.8700000000000001,80
47,mem,motor,MSC10,0.7749999999999999,80
0,mixed,motor,MSC01,0.995,90
1,mixed,mem,MSC01,0.945,90
2,motor,mixed,MSC01,0.82,90
3,motor,mem,MSC01,0.85,90
4,mem,mixed,MSC01,0.8800000000000001,90
5,mem,motor,MSC01,0.925,90
6,mixed,motor,MSC02,0.525,90
7,mixed,mem,MSC02,0.7750000000000001,90
8,motor,mixed,MSC02,0.5,90
9,motor,mem,MSC02,0.5,90
10,mem,mixed,MSC02,0.5199999999999999,90
11,mem,motor,MSC02,0.6500000000000001,90
12,mixed,motor,MSC03,0.91,90
13,mixed,mem,MSC03,0.775,90
14,motor,mixed,MSC03,0.72,90
15,motor,mem,MSC03,0.60625,90
16,mem,mixed,MSC03,0.6,90
17,mem,motor,MSC03,0.725,90
18,mixed,motor,MSC04,0.9000000000000001,90
19,mixed,mem,MSC04,0.8950000000000001,90
20,motor,mixed,MSC04,0.5499999999999999,90
21,motor,mem,MSC04,0.64,90
22,mem,mixed,MSC04,0.8149999999999998,90
23,mem,motor,MSC04,0.7849999999999999,90
24,mixed,motor,MSC05,0.86,90
25,mixed,mem,MSC05,0.95,90
26,motor,mixed,MSC05,0.8299999999999998,90
27,motor,mem,MSC05,0.8399999999999999,90
28,mem,mixed,MSC05,0.79,90
29,mem,motor,MSC05,0.85,90
30,mixed,motor,MSC06,0.9277777777777778,90
31,mixed,mem,MSC06,0.93,90
32,motor,mixed,MSC06,0.7055555555555556,90
33,motor,mem,MSC06,0.8555555555555556,90
34,mem,mixed,MSC06,0.78,90
35,mem,motor,MSC06,0.7444444444444445,90
36,mixed,motor,MSC07,0.7277777777777776,90
37,mixed,mem,MSC07,0.7949999999999998,90
38,motor,mixed,MSC07,0.5,90
39,motor,mem,MSC07,0.5,90
40,mem,mixed,MSC07,0.74,90
41,mem,motor,MSC07,0.7,90
42,mixed,motor,MSC10,0.8300000000000001,90
43,mixed,mem,MSC10,0.89,90
44,motor,mixed,MSC10,0.6,90
45,motor,mem,MSC10,0.55,90
46,mem,mixed,MSC10,0.735,90
47,mem,motor,MSC10,0.78,90
0,mixed,motor,MSC01,0.85,100
1,mixed,mem,MSC01,0.93,100
2,motor,mixed,MSC01,0.6,100
3,motor,mem,MSC01,0.655,100
4,mem,mixed,MSC01,0.7699999999999999,100
5,mem,motor,MSC01,0.9000000000000001,100
6,mixed,motor,MSC02,0.6300000000000001,100
7,mixed,mem,MSC02,0.695,100
8,motor,mixed,MSC02,0.6049999999999999,100
9,motor,mem,MSC02,0.5799999999999998,100
10,mem,mixed,MSC02,0.7,100
11,mem,motor,MSC02,0.5499999999999999,100
12,mixed,motor,MSC03,0.865,100
13,mixed,mem,MSC03,0.8125,100
14,motor,mixed,MSC03,0.5449999999999999,100
15,motor,mem,MSC03,0.56875,100
16,mem,mixed,MSC03,0.54375,100
17,mem,motor,MSC03,0.76875,100
18,mixed,motor,MSC04,0.905,100
19,mixed,mem,MSC04,0.7999999999999999,100
20,motor,mixed,MSC04,0.85,100
21,motor,mem,MSC04,0.59,100
22,mem,mixed,MSC04,0.905,100
