train_task,test_task,sub,acc
mixed,motor,MSC01,0.9949999999999999
mixed,mem,MSC01,0.8950000000000001
motor,mixed,MSC01,0.8049999999999999
motor,mem,MSC01,0.6500000000000001
mem,mixed,MSC01,0.9299999999999999
mem,motor,MSC01,0.9949999999999999
mixed,motor,MSC02,0.825
mixed,mem,MSC02,0.8399999999999999
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.7000000000000001
mem,motor,MSC02,0.6499999999999999
mixed,motor,MSC03,0.9949999999999999
mixed,mem,MSC03,0.8625
motor,mixed,MSC03,0.5549999999999999
motor,mem,MSC03,0.55
mem,mixed,MSC03,0.60625
mem,motor,MSC03,0.85625
mixed,motor,MSC04,0.95
mixed,mem,MSC04,0.9949999999999999
motor,mixed,MSC04,0.57
motor,mem,MSC04,0.6499999999999999
mem,mixed,MSC04,0.915
mem,motor,MSC04,0.885
mixed,motor,MSC05,0.9549999999999998
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.5599999999999998
motor,mem,MSC05,0.76
mem,mixed,MSC05,0.8299999999999998
mem,motor,MSC05,1.0
mixed,motor,MSC06,0.9055555555555556
mixed,mem,MSC06,0.95
motor,mixed,MSC06,0.5388888888888889
motor,mem,MSC06,0.5611111111111111
mem,mixed,MSC06,0.745
mem,motor,MSC06,0.8444444444444443
mixed,motor,MSC07,0.8166666666666667
mixed,mem,MSC07,0.9200000000000002
motor,mixed,MSC07,0.5388888888888889
motor,mem,MSC07,0.5
mem,mixed,MSC07,0.82
mem,motor,MSC07,0.7555555555555554
mixed,motor,MSC10,0.9049999999999999
mixed,mem,MSC10,0.905
motor,mixed,MSC10,0.51
motor,mem,MSC10,0.635
mem,mixed,MSC10,0.78
mem,motor,MSC10,0.9400000000000001
