,test_task,train_task,Mean,Std
0,mem,mixed,0.6825892857142856,0.13660490830869126
1,mem,motor,0.6558928571428574,0.1325076572156464
2,mixed,mem,0.6746428571428572,0.13023006615167687
3,mixed,motor,0.6234821428571429,0.12165868665640378
4,motor,mem,0.6901785714285714,0.1382585334723396
5,motor,mixed,0.6682142857142859,0.13479758755404198
