,train_sub,test_sub,task,acc
0,MSC01,MSC02,glass,0.49000000000000005
1,MSC01,MSC02,semantic,0.37
2,MSC01,MSC02,motor,0.44499999999999995
3,MSC01,MSC02,mem,0.555
4,MSC01,MSC03,glass,0.53
5,MSC01,MSC03,semantic,0.605
6,MSC01,MSC03,motor,0.485
7,MSC01,MSC03,mem,0.49000000000000005
8,MSC01,MSC04,glass,0.36
9,MSC01,MSC04,semantic,0.495
10,MSC01,MSC04,motor,0.495
11,MSC01,MSC04,mem,0.595
12,MSC01,MSC05,glass,0.495
13,MSC01,MSC05,semantic,0.515
14,MSC01,MSC05,motor,0.525
15,MSC01,MSC05,mem,0.5900000000000001
16,MSC01,MSC06,glass,0.49444444444444446
17,MSC01,MSC06,semantic,0.725
18,MSC01,MSC06,motor,0.395
19,MSC01,MSC06,mem,0.5
20,MSC01,MSC07,glass,0.61
21,MSC01,MSC07,semantic,0.515
22,MSC01,MSC07,motor,0.5
23,MSC01,MSC07,mem,0.6399999999999999
24,MSC01,MSC10,glass,0.5050000000000001
25,MSC01,MSC10,semantic,0.525
26,MSC01,MSC10,motor,0.525
27,MSC01,MSC10,mem,0.6299999999999999
28,MSC02,MSC01,glass,0.51
29,MSC02,MSC01,semantic,0.49000000000000005
30,MSC02,MSC01,motor,0.5
31,MSC02,MSC01,mem,0.62
32,MSC02,MSC03,glass,0.515
33,MSC02,MSC03,semantic,0.545
34,MSC02,MSC03,motor,0.5
35,MSC02,MSC03,mem,0.53
36,MSC02,MSC04,glass,0.71
37,MSC02,MSC04,semantic,0.565
38,MSC02,MSC04,motor,0.7899999999999998
39,MSC02,MSC04,mem,0.7849999999999999
40,MSC02,MSC05,glass,0.635
41,MSC02,MSC05,semantic,0.5399999999999999
42,MSC02,MSC05,motor,0.45500000000000007
43,MSC02,MSC05,mem,0.74
44,MSC02,MSC06,glass,0.711111111111111
45,MSC02,MSC06,semantic,0.6549999999999999
46,MSC02,MSC06,motor,0.495
47,MSC02,MSC06,mem,0.47000000000000003
48,MSC02,MSC07,glass,0.5000000000000001
49,MSC02,MSC07,semantic,0.5399999999999999
50,MSC02,MSC07,motor,0.7649999999999999
51,MSC02,MSC07,mem,0.5700000000000001
52,MSC02,MSC10,glass,0.635
53,MSC02,MSC10,semantic,0.5399999999999999
54,MSC02,MSC10,motor,0.5149999999999999
55,MSC02,MSC10,mem,0.515
56,MSC03,MSC01,glass,0.575
57,MSC03,MSC01,semantic,0.5399999999999999
58,MSC03,MSC01,motor,0.39999999999999997
59,MSC03,MSC01,mem,0.4800000000000001
60,MSC03,MSC02,glass,0.43
61,MSC03,MSC02,semantic,0.575
62,MSC03,MSC02,motor,0.51
63,MSC03,MSC02,mem,0.5
64,MSC03,MSC04,glass,0.48500000000000004
65,MSC03,MSC04,semantic,0.5249999999999999
66,MSC03,MSC04,motor,0.7150000000000001
67,MSC03,MSC04,mem,0.5
68,MSC03,MSC05,glass,0.5000000000000001
69,MSC03,MSC05,semantic,0.5399999999999999
70,MSC03,MSC05,motor,0.32
71,MSC03,MSC05,mem,0.5
72,MSC03,MSC06,glass,0.5611111111111111
