sub,mixed,motor,mem
MSC01,0.95,0.9,0.95
MSC02,0.75,0.75,0.7
MSC03,0.75,0.9,0.6875
MSC04,0.8,0.85,0.8
MSC05,0.8,0.65,0.9
MSC06,0.45,0.7962962962962963,0.7
MSC07,0.8,0.8888888888888888,0.85
MSC10,0.9,0.95,0.7
