acc,train,test,frames
0.595,MSC01,MSC02,40
0.5599999999999999,MSC01,MSC03,40
0.6399999999999999,MSC01,MSC04,40
0.8200000000000001,MSC01,MSC05,40
0.9,MSC01,MSC06,40
0.525,MSC01,MSC07,40
0.69,MSC01,MSC10,40
0.595,MSC02,MSC01,40
0.665,MSC02,MSC03,40
0.7899999999999998,MSC02,MSC04,40
0.54,MSC02,MSC05,40
0.67,MSC02,MSC06,40
0.635,MSC02,MSC07,40
0.6249999999999999,MSC02,MSC10,40
0.7812500000000001,MSC03,MSC01,40
0.86875,MSC03,MSC02,40
0.75625,MSC03,MSC04,40
0.8875000000000001,MSC03,MSC05,40
0.8500000000000001,MSC03,MSC06,40
0.6437499999999999,MSC03,MSC07,40
0.8625,MSC03,MSC10,40
0.5900000000000001,MSC04,MSC01,40
0.61,MSC04,MSC02,40
0.76,MSC04,MSC03,40
0.505,MSC04,MSC05,40
0.645,MSC04,MSC06,40
0.585,MSC04,MSC07,40
0.96,MSC04,MSC10,40
0.655,MSC05,MSC01,40
0.5549999999999999,MSC05,MSC02,40
0.715,MSC05,MSC03,40
0.825,MSC05,MSC04,40
0.8099999999999999,MSC05,MSC06,40
0.6000000000000001,MSC05,MSC07,40
0.5399999999999999,MSC05,MSC10,40
0.5599999999999999,MSC06,MSC01,40
0.505,MSC06,MSC02,40
0.525,MSC06,MSC03,40
0.505,MSC06,MSC04,40
0.565,MSC06,MSC05,40
0.5599999999999999,MSC06,MSC07,40
0.5,MSC06,MSC10,40
0.8550000000000001,MSC07,MSC01,40
0.69,MSC07,MSC02,40
0.7100000000000001,MSC07,MSC03,40
0.8049999999999999,MSC07,MSC04,40
0.74,MSC07,MSC05,40
0.5349999999999999,MSC07,MSC06,40
0.6199999999999999,MSC07,MSC10,40
0.9400000000000001,MSC10,MSC01,40
0.8400000000000002,MSC10,MSC02,40
0.7899999999999999,MSC10,MSC03,40
0.95,MSC10,MSC04,40
0.8550000000000001,MSC10,MSC05,40
0.7949999999999999,MSC10,MSC06,40
0.8399999999999999,MSC10,MSC07,40
