acc,train,test,frames
0.63,MSC01,MSC02,300
0.7,MSC01,MSC03,300
0.8400000000000001,MSC01,MSC04,300
0.95,MSC01,MSC05,300
0.96,MSC01,MSC06,300
0.51,MSC01,MSC07,300
0.75,MSC01,MSC10,300
1.0,MSC02,MSC01,300
0.905,MSC02,MSC03,300
0.9949999999999999,MSC02,MSC04,300
1.0,MSC02,MSC05,300
0.985,MSC02,MSC06,300
0.9349999999999999,MSC02,MSC07,300
0.8949999999999999,MSC02,MSC10,300
0.5499999999999999,MSC03,MSC01,300
0.5,MSC03,MSC02,300
0.5333333333333333,MSC03,MSC04,300
0.5166666666666667,MSC03,MSC05,300
0.65,MSC03,MSC06,300
0.7833333333333333,MSC03,MSC07,300
0.6333333333333334,MSC03,MSC10,300
0.9285714285714286,MSC04,MSC01,300
0.8857142857142859,MSC04,MSC02,300
0.7,MSC04,MSC03,300
0.942857142857143,MSC04,MSC05,300
0.9571428571428572,MSC04,MSC06,300
0.6357142857142856,MSC04,MSC07,300
0.807142857142857,MSC04,MSC10,300
0.7150000000000001,MSC05,MSC01,300
0.5399999999999999,MSC05,MSC02,300
0.8649999999999999,MSC05,MSC03,300
0.945,MSC05,MSC04,300
0.9650000000000001,MSC05,MSC06,300
0.705,MSC05,MSC07,300
0.825,MSC05,MSC10,300
0.6277777777777778,MSC06,MSC01,300
0.7277777777777777,MSC06,MSC02,300
0.7055555555555556,MSC06,MSC03,300
0.8555555555555556,MSC06,MSC04,300
0.9166666666666666,MSC06,MSC05,300
0.5222222222222223,MSC06,MSC07,300
0.5611111111111111,MSC06,MSC10,300
0.72,MSC07,MSC01,300
0.62,MSC07,MSC02,300
0.71,MSC07,MSC03,300
0.8999999999999998,MSC07,MSC04,300
0.9550000000000001,MSC07,MSC05,300
0.9800000000000001,MSC07,MSC06,300
0.8,MSC07,MSC10,300
0.6,MSC10,MSC01,300
0.7250000000000001,MSC10,MSC02,300
0.875,MSC10,MSC03,300
0.875,MSC10,MSC04,300
0.8500000000000001,MSC10,MSC05,300
0.7749999999999999,MSC10,MSC06,300
0.55,MSC10,MSC07,300
