acc,train,test,frames
0.865,MSC01,MSC02,80
0.745,MSC01,MSC03,80
0.915,MSC01,MSC04,80
0.96,MSC01,MSC05,80
0.8099999999999999,MSC01,MSC06,80
0.5599999999999999,MSC01,MSC07,80
0.8,MSC01,MSC10,80
0.925,MSC02,MSC01,80
0.8949999999999999,MSC02,MSC03,80
0.9549999999999998,MSC02,MSC04,80
0.9099999999999999,MSC02,MSC05,80
0.9399999999999998,MSC02,MSC06,80
0.9099999999999999,MSC02,MSC07,80
0.875,MSC02,MSC10,80
0.675,MSC03,MSC01,80
0.8250000000000001,MSC03,MSC02,80
0.64375,MSC03,MSC04,80
0.8812500000000001,MSC03,MSC05,80
0.7125,MSC03,MSC06,80
0.6125,MSC03,MSC07,80
0.7500000000000001,MSC03,MSC10,80
0.6050000000000001,MSC04,MSC01,80
0.7300000000000001,MSC04,MSC02,80
0.735,MSC04,MSC03,80
0.5700000000000001,MSC04,MSC05,80
0.9099999999999999,MSC04,MSC06,80
0.9049999999999999,MSC04,MSC07,80
0.9049999999999999,MSC04,MSC10,80
0.595,MSC05,MSC01,80
0.5,MSC05,MSC02,80
0.65,MSC05,MSC03,80
0.7899999999999999,MSC05,MSC04,80
0.5849999999999999,MSC05,MSC06,80
0.5149999999999999,MSC05,MSC07,80
0.505,MSC05,MSC10,80
0.8300000000000001,MSC06,MSC01,80
0.7599999999999999,MSC06,MSC02,80
0.7150000000000001,MSC06,MSC03,80
0.78,MSC06,MSC04,80
0.8950000000000001,MSC06,MSC05,80
0.6299999999999999,MSC06,MSC07,80
0.7899999999999999,MSC06,MSC10,80
0.76,MSC07,MSC01,80
0.725,MSC07,MSC02,80
0.775,MSC07,MSC03,80
0.69,MSC07,MSC04,80
0.8099999999999999,MSC07,MSC05,80
0.775,MSC07,MSC06,80
0.8550000000000001,MSC07,MSC10,80
0.78,MSC10,MSC01,80
0.7250000000000001,MSC10,MSC02,80
0.7000000000000001,MSC10,MSC03,80
0.875,MSC10,MSC04,80
0.9549999999999998,MSC10,MSC05,80
0.8399999999999999,MSC10,MSC06,80
0.7849999999999999,MSC10,MSC07,80
