acc,train,test,frames
0.835,MSC01,MSC02,60
0.725,MSC01,MSC03,60
0.875,MSC01,MSC04,60
0.8800000000000001,MSC01,MSC05,60
0.78,MSC01,MSC06,60
0.565,MSC01,MSC07,60
0.775,MSC01,MSC10,60
0.93,MSC02,MSC01,60
0.8149999999999998,MSC02,MSC03,60
0.9550000000000001,MSC02,MSC04,60
0.8850000000000001,MSC02,MSC05,60
0.93,MSC02,MSC06,60
0.885,MSC02,MSC07,60
0.9049999999999999,MSC02,MSC10,60
0.7,MSC03,MSC01,60
0.8625,MSC03,MSC02,60
0.65625,MSC03,MSC04,60
0.9187500000000001,MSC03,MSC05,60
0.7625000000000001,MSC03,MSC06,60
0.65,MSC03,MSC07,60
0.8312499999999999,MSC03,MSC10,60
0.525,MSC04,MSC01,60
0.57,MSC04,MSC02,60
0.6500000000000001,MSC04,MSC03,60
0.5,MSC04,MSC05,60
0.675,MSC04,MSC06,60
0.635,MSC04,MSC07,60
0.8150000000000001,MSC04,MSC10,60
0.7500000000000001,MSC05,MSC01,60
0.585,MSC05,MSC02,60
0.75,MSC05,MSC03,60
0.845,MSC05,MSC04,60
0.8350000000000002,MSC05,MSC06,60
0.6649999999999999,MSC05,MSC07,60
0.6849999999999999,MSC05,MSC10,60
0.595,MSC06,MSC01,60
0.515,MSC06,MSC02,60
0.5399999999999999,MSC06,MSC03,60
0.515,MSC06,MSC04,60
0.51,MSC06,MSC05,60
0.71,MSC06,MSC07,60
0.5499999999999999,MSC06,MSC10,60
0.8049999999999999,MSC07,MSC01,60
0.7849999999999999,MSC07,MSC02,60
0.8,MSC07,MSC03,60
0.78,MSC07,MSC04,60
0.8750000000000002,MSC07,MSC05,60
0.765,MSC07,MSC06,60
0.79,MSC07,MSC10,60
0.765,MSC10,MSC01,60
0.63,MSC10,MSC02,60
0.6499999999999999,MSC10,MSC03,60
0.82,MSC10,MSC04,60
0.9349999999999999,MSC10,MSC05,60
0.8499999999999999,MSC10,MSC06,60
0.79,MSC10,MSC07,60
