acc,train,test,frames
0.8550000000000001,MSC01,MSC02,70
0.74,MSC01,MSC03,70
0.8900000000000002,MSC01,MSC04,70
0.925,MSC01,MSC05,70
0.7649999999999999,MSC01,MSC06,70
0.565,MSC01,MSC07,70
0.7550000000000001,MSC01,MSC10,70
0.95,MSC02,MSC01,70
0.78,MSC02,MSC03,70
0.9550000000000001,MSC02,MSC04,70
0.8999999999999998,MSC02,MSC05,70
0.945,MSC02,MSC06,70
0.89,MSC02,MSC07,70
0.89,MSC02,MSC10,70
0.5625,MSC03,MSC01,70
0.8062500000000001,MSC03,MSC02,70
0.61875,MSC03,MSC04,70
0.88125,MSC03,MSC05,70
0.7,MSC03,MSC06,70
0.61875,MSC03,MSC07,70
0.7125,MSC03,MSC10,70
0.5549999999999999,MSC04,MSC01,70
0.585,MSC04,MSC02,70
0.7149999999999999,MSC04,MSC03,70
0.5,MSC04,MSC05,70
0.7700000000000001,MSC04,MSC06,70
0.7899999999999999,MSC04,MSC07,70
0.905,MSC04,MSC10,70
0.7750000000000001,MSC05,MSC01,70
0.5499999999999999,MSC05,MSC02,70
0.8,MSC05,MSC03,70
0.8149999999999998,MSC05,MSC04,70
0.7499999999999998,MSC05,MSC06,70
0.695,MSC05,MSC07,70
0.63,MSC05,MSC10,70
0.8,MSC06,MSC01,70
0.6250000000000001,MSC06,MSC02,70
0.665,MSC06,MSC03,70
0.615,MSC06,MSC04,70
0.6499999999999999,MSC06,MSC05,70
0.7450000000000001,MSC06,MSC07,70
0.74,MSC06,MSC10,70
0.745,MSC07,MSC01,70
0.685,MSC07,MSC02,70
0.79,MSC07,MSC03,70
0.6649999999999999,MSC07,MSC04,70
0.805,MSC07,MSC05,70
0.8099999999999999,MSC07,MSC06,70
0.8550000000000001,MSC07,MSC10,70
0.835,MSC10,MSC01,70
0.77,MSC10,MSC02,70
0.7100000000000002,MSC10,MSC03,70
0.8800000000000001,MSC10,MSC04,70
0.9549999999999998,MSC10,MSC05,70
0.8249999999999998,MSC10,MSC06,70
0.7999999999999999,MSC10,MSC07,70
