acc,train,test,frames
0.7699999999999999,MSC01,MSC02,50
0.645,MSC01,MSC03,50
0.8,MSC01,MSC04,50
0.885,MSC01,MSC05,50
0.885,MSC01,MSC06,50
0.5800000000000001,MSC01,MSC07,50
0.78,MSC01,MSC10,50
0.9049999999999999,MSC02,MSC01,50
0.8800000000000001,MSC02,MSC03,50
0.9550000000000001,MSC02,MSC04,50
0.885,MSC02,MSC05,50
0.9450000000000001,MSC02,MSC06,50
0.8699999999999999,MSC02,MSC07,50
0.8899999999999999,MSC02,MSC10,50
0.75,MSC03,MSC01,50
0.83125,MSC03,MSC02,50
0.70625,MSC03,MSC04,50
0.8687499999999999,MSC03,MSC05,50
0.7625,MSC03,MSC06,50
0.6875000000000001,MSC03,MSC07,50
0.8125,MSC03,MSC10,50
0.53,MSC04,MSC01,50
0.585,MSC04,MSC02,50
0.6650000000000001,MSC04,MSC03,50
0.5,MSC04,MSC05,50
0.6599999999999999,MSC04,MSC06,50
0.635,MSC04,MSC07,50
0.8399999999999999,MSC04,MSC10,50
0.755,MSC05,MSC01,50
0.575,MSC05,MSC02,50
0.77,MSC05,MSC03,50
0.85,MSC05,MSC04,50
0.8350000000000002,MSC05,MSC06,50
0.625,MSC05,MSC07,50
0.6100000000000001,MSC05,MSC10,50
0.625,MSC06,MSC01,50
0.51,MSC06,MSC02,50
0.52,MSC06,MSC03,50
0.51,MSC06,MSC04,50
0.5599999999999999,MSC06,MSC05,50
0.645,MSC06,MSC07,50
0.52,MSC06,MSC10,50
0.885,MSC07,MSC01,50
0.7849999999999999,MSC07,MSC02,50
0.8049999999999999,MSC07,MSC03,50
0.7999999999999999,MSC07,MSC04,50
0.8,MSC07,MSC05,50
0.665,MSC07,MSC06,50
0.6950000000000001,MSC07,MSC10,50
0.915,MSC10,MSC01,50
0.71,MSC10,MSC02,50
0.7300000000000001,MSC10,MSC03,50
0.9100000000000001,MSC10,MSC04,50
0.9099999999999999,MSC10,MSC05,50
0.835,MSC10,MSC06,50
0.85,MSC10,MSC07,50
