acc,train,test,frames
0.8450000000000001,MSC01,MSC02,90
0.74,MSC01,MSC03,90
0.925,MSC01,MSC04,90
0.95,MSC01,MSC05,90
0.785,MSC01,MSC06,90
0.5649999999999998,MSC01,MSC07,90
0.7550000000000001,MSC01,MSC10,90
0.945,MSC02,MSC01,90
0.85,MSC02,MSC03,90
0.96,MSC02,MSC04,90
0.9,MSC02,MSC05,90
0.945,MSC02,MSC06,90
0.9,MSC02,MSC07,90
0.89,MSC02,MSC10,90
0.7625000000000001,MSC03,MSC01,90
0.8750000000000001,MSC03,MSC02,90
0.68125,MSC03,MSC04,90
0.925,MSC03,MSC05,90
0.7312500000000001,MSC03,MSC06,90
0.6187499999999999,MSC03,MSC07,90
0.79375,MSC03,MSC10,90
0.78,MSC04,MSC01,90
0.8400000000000001,MSC04,MSC02,90
0.8300000000000001,MSC04,MSC03,90
0.6199999999999999,MSC04,MSC05,90
0.9800000000000001,MSC04,MSC06,90
0.9199999999999999,MSC04,MSC07,90
0.9400000000000001,MSC04,MSC10,90
0.7100000000000001,MSC05,MSC01,90
0.5,MSC05,MSC02,90
0.775,MSC05,MSC03,90
0.7899999999999999,MSC05,MSC04,90
0.6399999999999999,MSC05,MSC06,90
0.575,MSC05,MSC07,90
0.615,MSC05,MSC10,90
0.7,MSC06,MSC01,90
0.69,MSC06,MSC02,90
0.6399999999999999,MSC06,MSC03,90
0.7050000000000001,MSC06,MSC04,90
0.79,MSC06,MSC05,90
0.705,MSC06,MSC07,90
0.785,MSC06,MSC10,90
0.71,MSC07,MSC01,90
0.6599999999999999,MSC07,MSC02,90
0.6449999999999999,MSC07,MSC03,90
0.6649999999999999,MSC07,MSC04,90
0.86,MSC07,MSC05,90
0.8150000000000001,MSC07,MSC06,90
0.85,MSC07,MSC10,90
0.6399999999999999,MSC10,MSC01,90
0.6249999999999999,MSC10,MSC02,90
0.685,MSC10,MSC03,90
0.7949999999999999,MSC10,MSC04,90
0.9550000000000001,MSC10,MSC05,90
0.8699999999999999,MSC10,MSC06,90
0.7849999999999999,MSC10,MSC07,90
