acc,train,test,frames
0.6,MSC01,MSC02,30
0.525,MSC01,MSC03,30
0.59,MSC01,MSC04,30
0.685,MSC01,MSC05,30
0.82,MSC01,MSC06,30
0.53,MSC01,MSC07,30
0.6599999999999999,MSC01,MSC10,30
0.5700000000000001,MSC02,MSC01,30
0.61,MSC02,MSC03,30
0.72,MSC02,MSC04,30
0.5149999999999999,MSC02,MSC05,30
0.58,MSC02,MSC06,30
0.575,MSC02,MSC07,30
0.595,MSC02,MSC10,30
0.61875,MSC03,MSC01,30
0.74375,MSC03,MSC02,30
0.69375,MSC03,MSC04,30
0.8,MSC03,MSC05,30
0.75625,MSC03,MSC06,30
0.5812499999999999,MSC03,MSC07,30
0.7624999999999998,MSC03,MSC10,30
0.5700000000000001,MSC04,MSC01,30
0.6649999999999999,MSC04,MSC02,30
0.8099999999999999,MSC04,MSC03,30
0.53,MSC04,MSC05,30
0.6850000000000002,MSC04,MSC06,30
0.6399999999999999,MSC04,MSC07,30
0.9349999999999999,MSC04,MSC10,30
0.505,MSC05,MSC01,30
0.51,MSC05,MSC02,30
0.5449999999999999,MSC05,MSC03,30
0.6799999999999999,MSC05,MSC04,30
0.6450000000000001,MSC05,MSC06,30
0.5,MSC05,MSC07,30
0.5,MSC05,MSC10,30
0.63,MSC06,MSC01,30
0.545,MSC06,MSC02,30
0.4600000000000001,MSC06,MSC03,30
0.5149999999999999,MSC06,MSC04,30
0.6399999999999999,MSC06,MSC05,30
0.5349999999999999,MSC06,MSC07,30
0.51,MSC06,MSC10,30
0.6149999999999999,MSC07,MSC01,30
0.58,MSC07,MSC02,30
0.575,MSC07,MSC03,30
0.6449999999999999,MSC07,MSC04,30
0.6350000000000001,MSC07,MSC05,30
0.505,MSC07,MSC06,30
0.565,MSC07,MSC10,30
0.9649999999999999,MSC10,MSC01,30
0.905,MSC10,MSC02,30
0.825,MSC10,MSC03,30
0.9400000000000001,MSC10,MSC04,30
0.66,MSC10,MSC05,30
0.635,MSC10,MSC06,30
0.7250000000000001,MSC10,MSC07,30
