acc,train,test,frames
0.82,MSC01,MSC02,200
0.7150000000000001,MSC01,MSC03,200
0.875,MSC01,MSC04,200
1.0,MSC01,MSC05,200
0.945,MSC01,MSC06,200
0.5349999999999999,MSC01,MSC07,200
0.7000000000000001,MSC01,MSC10,200
0.99,MSC02,MSC01,200
0.8450000000000001,MSC02,MSC03,200
0.99,MSC02,MSC04,200
0.9850000000000001,MSC02,MSC05,200
0.9549999999999998,MSC02,MSC06,200
0.905,MSC02,MSC07,200
0.93,MSC02,MSC10,200
0.8500000000000001,MSC03,MSC01,200
0.6625,MSC03,MSC02,200
0.8875,MSC03,MSC04,200
0.75,MSC03,MSC05,200
0.925,MSC03,MSC06,200
0.8375,MSC03,MSC07,200
0.9,MSC03,MSC10,200
0.9444444444444444,MSC04,MSC01,200
0.9111111111111112,MSC04,MSC02,200
0.9000000000000001,MSC04,MSC03,200
0.8166666666666667,MSC04,MSC05,200
0.9666666666666666,MSC04,MSC06,200
0.9722222222222222,MSC04,MSC07,200
1.0,MSC04,MSC10,200
0.9349999999999998,MSC05,MSC01,200
0.545,MSC05,MSC02,200
0.8099999999999999,MSC05,MSC03,200
0.8550000000000001,MSC05,MSC04,200
0.9349999999999999,MSC05,MSC06,200
0.76,MSC05,MSC07,200
0.755,MSC05,MSC10,200
0.8,MSC06,MSC01,200
0.85,MSC06,MSC02,200
0.745,MSC06,MSC03,200
0.925,MSC06,MSC04,200
0.9650000000000001,MSC06,MSC05,200
0.525,MSC06,MSC07,200
0.75,MSC06,MSC10,200
0.565,MSC07,MSC01,200
0.5700000000000001,MSC07,MSC02,200
0.6,MSC07,MSC03,200
0.705,MSC07,MSC04,200
0.8699999999999999,MSC07,MSC05,200
0.845,MSC07,MSC06,200
0.615,MSC07,MSC10,200
0.7214285714285714,MSC10,MSC01,200
0.7285714285714285,MSC10,MSC02,200
0.7142857142857144,MSC10,MSC03,200
0.8571428571428571,MSC10,MSC04,200
0.8857142857142858,MSC10,MSC05,200
0.9571428571428572,MSC10,MSC06,200
0.8357142857142855,MSC10,MSC07,200
