train_sub,test_sub,task,acc
MSC01,MSC02,mixed,0.53
MSC01,MSC02,motor,0.5
MSC01,MSC02,mem,0.4800000000000001
MSC01,MSC03,mixed,0.495
MSC01,MSC03,motor,0.5
MSC01,MSC03,mem,0.52
MSC01,MSC04,mixed,0.505
MSC01,MSC04,motor,0.5
MSC01,MSC04,mem,0.5399999999999998
MSC01,MSC05,mixed,0.495
MSC01,MSC05,motor,0.5
MSC01,MSC05,mem,0.495
MSC01,MSC06,mixed,0.51
MSC01,MSC06,motor,0.5
MSC01,MSC06,mem,0.51
MSC01,MSC07,mixed,0.48
MSC01,MSC07,motor,0.5
MSC01,MSC07,mem,0.5399999999999999
MSC01,MSC10,mixed,0.51
MSC01,MSC10,motor,0.5
MSC01,MSC10,mem,0.51
MSC02,MSC01,mixed,0.5
MSC02,MSC01,motor,0.5
MSC02,MSC01,mem,0.5
MSC02,MSC03,mixed,0.5
MSC02,MSC03,motor,0.5
MSC02,MSC03,mem,0.505
MSC02,MSC04,mixed,0.5
MSC02,MSC04,motor,0.5
MSC02,MSC04,mem,0.505
MSC02,MSC05,mixed,0.5
MSC02,MSC05,motor,0.5
MSC02,MSC05,mem,0.505
MSC02,MSC06,mixed,0.5
MSC02,MSC06,motor,0.5
MSC02,MSC06,mem,0.51
MSC02,MSC07,mixed,0.5
MSC02,MSC07,motor,0.5
MSC02,MSC07,mem,0.45000000000000007
MSC02,MSC10,mixed,0.5
MSC02,MSC10,motor,0.5
MSC02,MSC10,mem,0.51
MSC03,MSC01,mixed,0.5
MSC03,MSC01,motor,0.5
MSC03,MSC01,mem,0.5
MSC03,MSC02,mixed,0.5
MSC03,MSC02,motor,0.5
MSC03,MSC02,mem,0.5
MSC03,MSC04,mixed,0.5
MSC03,MSC04,motor,0.5
MSC03,MSC04,mem,0.5
MSC03,MSC05,mixed,0.5
MSC03,MSC05,motor,0.5
MSC03,MSC05,mem,0.5
MSC03,MSC06,mixed,0.505
MSC03,MSC06,motor,0.5
MSC03,MSC06,mem,0.5
MSC03,MSC07,mixed,0.49000000000000005
MSC03,MSC07,motor,0.5
MSC03,MSC07,mem,0.5
MSC03,MSC10,mixed,0.5
MSC03,MSC10,motor,0.5
MSC03,MSC10,mem,0.5
MSC04,MSC01,mixed,0.5549999999999999
MSC04,MSC01,motor,0.5
MSC04,MSC01,mem,0.58
MSC04,MSC02,mixed,0.5899999999999999
MSC04,MSC02,motor,0.53
MSC04,MSC02,mem,0.475
MSC04,MSC03,mixed,0.6100000000000001
MSC04,MSC03,motor,0.5
MSC04,MSC03,mem,0.5599999999999999
MSC04,MSC05,mixed,0.6
MSC04,MSC05,motor,0.5
MSC04,MSC05,mem,0.6249999999999999
MSC04,MSC06,mixed,0.5199999999999999
MSC04,MSC06,motor,0.5
MSC04,MSC06,mem,0.54
MSC04,MSC07,mixed,0.7849999999999999
MSC04,MSC07,motor,0.5
MSC04,MSC07,mem,0.5299999999999999
MSC04,MSC10,mixed,0.72
MSC04,MSC10,motor,0.5
MSC04,MSC10,mem,0.495
MSC05,MSC01,mixed,0.5499999999999999
MSC05,MSC01,motor,0.5
MSC05,MSC01,mem,0.585
MSC05,MSC02,mixed,0.615
MSC05,MSC02,motor,0.5
MSC05,MSC02,mem,0.495
MSC05,MSC03,mixed,0.575
MSC05,MSC03,motor,0.5
MSC05,MSC03,mem,0.5549999999999999
MSC05,MSC04,mixed,0.465
MSC05,MSC04,motor,0.5
MSC05,MSC04,mem,0.49000000000000005
MSC05,MSC06,mixed,0.5900000000000001
MSC05,MSC06,motor,0.5
MSC05,MSC06,mem,0.5349999999999999
MSC05,MSC07,mixed,0.545
MSC05,MSC07,motor,0.5
MSC05,MSC07,mem,0.505
MSC05,MSC10,mixed,0.51
MSC05,MSC10,motor,0.5
MSC05,MSC10,mem,0.49000000000000005
MSC06,MSC01,mixed,0.49000000000000005
MSC06,MSC01,motor,0.5
MSC06,MSC01,mem,0.5399999999999999
MSC06,MSC02,mixed,0.5249999999999999
MSC06,MSC02,motor,0.5
MSC06,MSC02,mem,0.5650000000000001
MSC06,MSC03,mixed,0.5
MSC06,MSC03,motor,0.5
MSC06,MSC03,mem,0.525
MSC06,MSC04,mixed,0.51
MSC06,MSC04,motor,0.5
MSC06,MSC04,mem,0.53
MSC06,MSC05,mixed,0.5
MSC06,MSC05,motor,0.5
