,train_task,test_task,sub,acc
0,semantic,glass,MSC01,0.845
1,semantic,motor,MSC01,0.74
2,semantic,mem,MSC01,0.6450000000000001
3,glass,semantic,MSC01,0.9400000000000001
4,glass,motor,MSC01,0.8549999999999999
5,glass,mem,MSC01,0.6900000000000002
6,motor,semantic,MSC01,0.8800000000000001
7,motor,glass,MSC01,0.885
8,motor,mem,MSC01,0.655
9,mem,semantic,MSC01,0.9199999999999999
10,mem,glass,MSC01,0.9100000000000001
11,mem,motor,MSC01,0.9649999999999999
12,semantic,glass,MSC02,0.7050000000000001
13,semantic,motor,MSC02,0.5
14,semantic,mem,MSC02,0.505
15,glass,semantic,MSC02,0.8400000000000001
16,glass,motor,MSC02,0.5849999999999999
17,glass,mem,MSC02,0.575
18,motor,semantic,MSC02,0.5
19,motor,glass,MSC02,0.5249999999999999
20,motor,mem,MSC02,0.5
21,mem,semantic,MSC02,0.975
22,mem,glass,MSC02,0.865
23,mem,motor,MSC02,0.74
24,semantic,glass,MSC03,0.6900000000000002
25,semantic,motor,MSC03,0.5499999999999999
26,semantic,mem,MSC03,0.615
27,glass,semantic,MSC03,0.7849999999999999
28,glass,motor,MSC03,0.76
29,glass,mem,MSC03,0.5750000000000001
30,motor,semantic,MSC03,0.51
31,motor,glass,MSC03,0.615
32,motor,mem,MSC03,0.525
33,mem,semantic,MSC03,0.8499999999999999
34,mem,glass,MSC03,0.7849999999999999
35,mem,motor,MSC03,0.95
36,semantic,glass,MSC04,0.8900000000000002
37,semantic,motor,MSC04,0.595
38,semantic,mem,MSC04,0.7899999999999998
39,glass,semantic,MSC04,0.97
40,glass,motor,MSC04,0.73
41,glass,mem,MSC04,0.7350000000000001
42,motor,semantic,MSC04,0.8950000000000001
43,motor,glass,MSC04,0.8499999999999999
44,motor,mem,MSC04,0.5900000000000001
45,mem,semantic,MSC04,0.925
46,mem,glass,MSC04,0.975
47,mem,motor,MSC04,0.8649999999999999
48,semantic,glass,MSC05,0.8099999999999999
49,semantic,motor,MSC05,0.525
50,semantic,mem,MSC05,0.7000000000000001
51,glass,semantic,MSC05,0.82
52,glass,motor,MSC05,0.8099999999999998
53,glass,mem,MSC05,0.5599999999999999
54,motor,semantic,MSC05,0.5549999999999999
55,motor,glass,MSC05,0.615
56,motor,mem,MSC05,0.5549999999999999
57,mem,semantic,MSC05,0.835
58,mem,glass,MSC05,0.7350000000000001
59,mem,motor,MSC05,0.905
60,semantic,glass,MSC06,0.7722222222222221
61,semantic,motor,MSC06,0.6850000000000002
62,semantic,mem,MSC06,0.655
63,glass,semantic,MSC06,0.8388888888888888
64,glass,motor,MSC06,0.7388888888888888
65,glass,mem,MSC06,0.6944444444444445
66,motor,semantic,MSC06,0.725
67,motor,glass,MSC06,0.6555555555555554
68,motor,mem,MSC06,0.6950000000000001
69,mem,semantic,MSC06,0.78
70,mem,glass,MSC06,0.8111111111111111
71,mem,motor,MSC06,0.7999999999999999
72,semantic,glass,MSC07,0.9
73,semantic,motor,MSC07,0.66
74,semantic,mem,MSC07,0.67
75,glass,semantic,MSC07,0.9400000000000001
76,glass,motor,MSC07,0.63
77,glass,mem,MSC07,0.745
78,motor,semantic,MSC07,0.5999999999999999
79,motor,glass,MSC07,0.655
80,motor,mem,MSC07,0.6500000000000001
81,mem,semantic,MSC07,0.8699999999999999
82,mem,glass,MSC07,0.97
83,mem,motor,MSC07,0.7649999999999999
84,semantic,glass,MSC10,0.885
85,semantic,motor,MSC10,0.6300000000000001
86,semantic,mem,MSC10,0.7150000000000001
87,glass,semantic,MSC10,0.915
88,glass,motor,MSC10,0.6799999999999999
89,glass,mem,MSC10,0.8149999999999998
90,motor,semantic,MSC10,0.6900000000000002
91,motor,glass,MSC10,0.635
92,motor,mem,MSC10,0.6900000000000001
93,mem,semantic,MSC10,0.835
94,mem,glass,MSC10,0.945
95,mem,motor,MSC10,0.6599999999999999
