,train_sub,test_sub,task,acc
0,MSC01,MSC02,mixed,0.5650000000000002
1,MSC01,MSC02,motor,0.5050000000000001
2,MSC01,MSC02,mem,0.48999999999999994
3,MSC01,MSC03,mixed,0.46499999999999997
4,MSC01,MSC03,motor,0.635
5,MSC01,MSC03,mem,0.5375
6,MSC01,MSC04,mixed,0.49000000000000005
7,MSC01,MSC04,motor,0.62
8,MSC01,MSC04,mem,0.5599999999999999
9,MSC01,MSC05,mixed,0.6399999999999999
10,MSC01,MSC05,motor,0.4800000000000001
11,MSC01,MSC05,mem,0.61
12,MSC01,MSC06,mixed,0.42000000000000004
13,MSC01,MSC06,motor,0.5722222222222222
14,MSC01,MSC06,mem,0.55
15,MSC01,MSC07,mixed,0.47000000000000003
16,MSC01,MSC07,motor,0.5333333333333333
17,MSC01,MSC07,mem,0.635
18,MSC01,MSC10,mixed,0.58
19,MSC01,MSC10,motor,0.445
20,MSC01,MSC10,mem,0.44000000000000006
21,MSC02,MSC01,mixed,0.6500000000000001
22,MSC02,MSC01,motor,0.6099999999999999
23,MSC02,MSC01,mem,0.495
24,MSC02,MSC03,mixed,0.47000000000000003
25,MSC02,MSC03,motor,0.40499999999999997
26,MSC02,MSC03,mem,0.5
27,MSC02,MSC04,mixed,0.5849999999999999
28,MSC02,MSC04,motor,0.515
29,MSC02,MSC04,mem,0.48999999999999994
30,MSC02,MSC05,mixed,0.6499999999999999
31,MSC02,MSC05,motor,0.5599999999999999
32,MSC02,MSC05,mem,0.615
33,MSC02,MSC06,mixed,0.4750000000000001
34,MSC02,MSC06,motor,0.6222222222222222
35,MSC02,MSC06,mem,0.5199999999999999
36,MSC02,MSC07,mixed,0.53
37,MSC02,MSC07,motor,0.6555555555555557
38,MSC02,MSC07,mem,0.5149999999999999
39,MSC02,MSC10,mixed,0.495
40,MSC02,MSC10,motor,0.505
41,MSC02,MSC10,mem,0.485
42,MSC03,MSC01,mixed,0.465
43,MSC03,MSC01,motor,0.4750000000000001
44,MSC03,MSC01,mem,0.60625
45,MSC03,MSC02,mixed,0.45999999999999996
46,MSC03,MSC02,motor,0.40499999999999997
47,MSC03,MSC02,mem,0.45
48,MSC03,MSC04,mixed,0.735
49,MSC03,MSC04,motor,0.715
50,MSC03,MSC04,mem,0.46249999999999997
51,MSC03,MSC05,mixed,0.5900000000000001
52,MSC03,MSC05,motor,0.48
53,MSC03,MSC05,mem,0.56875
54,MSC03,MSC06,mixed,0.6100000000000001
55,MSC03,MSC06,motor,0.6888888888888889
56,MSC03,MSC06,mem,0.5000000000000001
57,MSC03,MSC07,mixed,0.76
58,MSC03,MSC07,motor,0.5166666666666666
59,MSC03,MSC07,mem,0.6812500000000001
60,MSC03,MSC10,mixed,0.55
61,MSC03,MSC10,motor,0.48500000000000004
62,MSC03,MSC10,mem,0.5125
63,MSC04,MSC01,mixed,0.525
64,MSC04,MSC01,motor,0.5599999999999999
65,MSC04,MSC01,mem,0.51
66,MSC04,MSC02,mixed,0.575
67,MSC04,MSC02,motor,0.5349999999999999
68,MSC04,MSC02,mem,0.645
69,MSC04,MSC03,mixed,0.645
70,MSC04,MSC03,motor,0.625
71,MSC04,MSC03,mem,0.5875
72,MSC04,MSC05,mixed,0.495
73,MSC04,MSC05,motor,0.475
74,MSC04,MSC05,mem,0.62
75,MSC04,MSC06,mixed,0.605
76,MSC04,MSC06,motor,0.6722222222222223
77,MSC04,MSC06,mem,0.51
78,MSC04,MSC07,mixed,0.545
79,MSC04,MSC07,motor,0.5444444444444445
80,MSC04,MSC07,mem,0.6950000000000001
81,MSC04,MSC10,mixed,0.665
82,MSC04,MSC10,motor,0.62
83,MSC04,MSC10,mem,0.5599999999999998
84,MSC05,MSC01,mixed,0.63
85,MSC05,MSC01,motor,0.565
86,MSC05,MSC01,mem,0.59
87,MSC05,MSC02,mixed,0.605
88,MSC05,MSC02,motor,0.5449999999999999
89,MSC05,MSC02,mem,0.6950000000000001
90,MSC05,MSC03,mixed,0.515
91,MSC05,MSC03,motor,0.49000000000000005
92,MSC05,MSC03,mem,0.4375
93,MSC05,MSC04,mixed,0.4
94,MSC05,MSC04,motor,0.5799999999999998
95,MSC05,MSC04,mem,0.6950000000000001
96,MSC05,MSC06,mixed,0.475
97,MSC05,MSC06,motor,0.5111111111111111
98,MSC05,MSC06,mem,0.585
99,MSC05,MSC07,mixed,0.375
100,MSC05,MSC07,motor,0.5
101,MSC05,MSC07,mem,0.49000000000000005
102,MSC05,MSC10,mixed,0.32999999999999996
103,MSC05,MSC10,motor,0.51
104,MSC05,MSC10,mem,0.5799999999999998
105,MSC06,MSC01,mixed,0.43499999999999994
106,MSC06,MSC01,motor,0.5777777777777777
107,MSC06,MSC01,mem,0.6150000000000001
108,MSC06,MSC02,mixed,0.4749999999999999
109,MSC06,MSC02,motor,0.5666666666666667
110,MSC06,MSC02,mem,0.62
111,MSC06,MSC03,mixed,0.6900000000000001
112,MSC06,MSC03,motor,0.6444444444444445
113,MSC06,MSC03,mem,0.49375
114,MSC06,MSC04,mixed,0.5
115,MSC06,MSC04,motor,0.6555555555555556
116,MSC06,MSC04,mem,0.49499999999999994
117,MSC06,MSC05,mixed,0.545
118,MSC06,MSC05,motor,0.5222222222222223
119,MSC06,MSC05,mem,0.5599999999999999
120,MSC06,MSC07,mixed,0.39499999999999996
121,MSC06,MSC07,motor,0.4074074074074074
122,MSC06,MSC07,mem,0.49000000000000005
123,MSC06,MSC10,mixed,0.475
124,MSC06,MSC10,motor,0.5833333333333334
125,MSC06,MSC10,mem,0.53
126,MSC07,MSC01,mixed,0.4600000000000001
127,MSC07,MSC01,motor,0.38888888888888895
128,MSC07,MSC01,mem,0.59
129,MSC07,MSC02,mixed,0.5599999999999999
130,MSC07,MSC02,motor,0.5055555555555555
131,MSC07,MSC02,mem,0.53
132,MSC07,MSC03,mixed,0.67
133,MSC07,MSC03,motor,0.5722222222222222
134,MSC07,MSC03,mem,0.56875
135,MSC07,MSC04,mixed,0.66
136,MSC07,MSC04,motor,0.48888888888888893
137,MSC07,MSC04,mem,0.6900000000000001
138,MSC07,MSC05,mixed,0.505
139,MSC07,MSC05,motor,0.4833333333333333
140,MSC07,MSC05,mem,0.6599999999999999
141,MSC07,MSC06,mixed,0.4800000000000001
142,MSC07,MSC06,motor,0.41975308641975306
143,MSC07,MSC06,mem,0.495
144,MSC07,MSC10,mixed,0.41500000000000004
145,MSC07,MSC10,motor,0.5333333333333333
146,MSC07,MSC10,mem,0.53
147,MSC10,MSC01,mixed,0.5000000000000001
148,MSC10,MSC01,motor,0.39499999999999996
149,MSC10,MSC01,mem,0.48
150,MSC10,MSC02,mixed,0.48500000000000004
151,MSC10,MSC02,motor,0.43499999999999994
152,MSC10,MSC02,mem,0.425
153,MSC10,MSC03,mixed,0.58
154,MSC10,MSC03,motor,0.5149999999999999
155,MSC10,MSC03,mem,0.65
156,MSC10,MSC04,mixed,0.73
157,MSC10,MSC04,motor,0.64
158,MSC10,MSC04,mem,0.575
159,MSC10,MSC05,mixed,0.365
160,MSC10,MSC05,motor,0.44000000000000006
161,MSC10,MSC05,mem,0.43500000000000005
162,MSC10,MSC06,mixed,0.4600000000000001
163,MSC10,MSC06,motor,0.5111111111111111
164,MSC10,MSC06,mem,0.4750000000000001
165,MSC10,MSC07,mixed,0.42000000000000004
166,MSC10,MSC07,motor,0.5
167,MSC10,MSC07,mem,0.595
