train_sub,test_sub,cv_acc,cv_sen,cv_spec,acc,ds_sen,ds_spec
MSC01,MSC02,0.9875,1.0,0.975,0.515,1.0,0.03
MSC01,MSC03,0.9875,1.0,0.975,0.54,0.9799999999999999,0.10000000000000002
MSC01,MSC04,0.9875,1.0,0.975,0.6375,1.0,0.275
MSC01,MSC05,0.9875,1.0,0.975,0.595,1.0,0.19
MSC01,MSC06,0.9875,1.0,0.975,0.7682142857142857,0.99,0.5464285714285715
MSC01,MSC07,0.9875,1.0,0.975,0.5025000000000001,1.0,0.005
MSC01,MSC10,0.9875,1.0,0.975,0.5199999999999999,0.9949999999999999,0.045
MSC02,MSC01,0.975,1.0,0.95,0.8975,0.8299999999999998,0.9649999999999999
MSC02,MSC03,0.975,1.0,0.95,0.8325000000000001,0.96,0.7050000000000001
MSC02,MSC04,0.975,1.0,0.95,0.9025000000000001,0.9650000000000001,0.8400000000000001
MSC02,MSC05,0.975,1.0,0.95,0.9324999999999999,0.9650000000000001,0.9000000000000001
MSC02,MSC06,0.975,1.0,0.95,0.9071428571428571,0.9128571428571428,0.9014285714285715
MSC02,MSC07,0.975,1.0,0.95,0.7475,0.9800000000000001,0.515
MSC02,MSC10,0.975,1.0,0.95,0.79,0.7600000000000001,0.8200000000000001
MSC03,MSC01,0.9125,1.0,0.825,0.5075,1.0,0.015000000000000003
MSC03,MSC02,0.9125,1.0,0.825,0.5,1.0,0.0
MSC03,MSC04,0.9125,1.0,0.825,0.5824999999999999,1.0,0.165
MSC03,MSC05,0.9125,1.0,0.825,0.565,1.0,0.13
MSC03,MSC06,0.9125,1.0,0.825,0.625,1.0,0.25
MSC03,MSC07,0.9125,1.0,0.825,0.5475000000000001,1.0,0.095
MSC03,MSC10,0.9125,1.0,0.825,0.5275000000000001,0.9650000000000001,0.09
MSC04,MSC01,0.9875,1.0,0.975,0.615,1.0,0.23000000000000004
MSC04,MSC02,0.9875,1.0,0.975,0.54,1.0,0.07999999999999999
MSC04,MSC03,0.9875,1.0,0.975,0.615,1.0,0.23000000000000004
MSC04,MSC05,0.9875,1.0,0.975,0.905,0.9949999999999999,0.8150000000000001
MSC04,MSC06,0.9875,1.0,0.975,0.7467857142857144,1.0,0.4935714285714286
MSC04,MSC07,0.9875,1.0,0.975,0.6025,1.0,0.205
MSC04,MSC10,0.9875,1.0,0.975,0.6599999999999999,0.99,0.32999999999999996
MSC05,MSC01,0.9875,1.0,0.975,0.7549999999999999,0.9349999999999999,0.575
MSC05,MSC02,0.9875,1.0,0.975,0.6325,0.9800000000000001,0.28500000000000003
MSC05,MSC03,0.9875,1.0,0.975,0.8125,0.945,0.6799999999999999
MSC05,MSC04,0.9875,1.0,0.975,0.8275,0.805,0.85
MSC05,MSC06,0.9875,1.0,0.975,0.7892857142857143,0.9,0.6785714285714286
MSC05,MSC07,0.9875,1.0,0.975,0.6575,0.9349999999999999,0.38
MSC05,MSC10,0.9875,1.0,0.975,0.775,0.9199999999999999,0.63
MSC06,MSC01,0.9875,1.0,0.975,0.5625,1.0,0.125
MSC06,MSC02,0.9875,1.0,0.975,0.5900000000000001,0.9949999999999999,0.185
MSC06,MSC03,0.9875,1.0,0.975,0.57,1.0,0.13999999999999999
MSC06,MSC04,0.9875,1.0,0.975,0.705,1.0,0.41
MSC06,MSC05,0.9875,1.0,0.975,0.8,0.985,0.615
MSC06,MSC07,0.9875,1.0,0.975,0.5,1.0,0.0
MSC06,MSC10,0.9875,1.0,0.975,0.5175000000000001,1.0,0.035
MSC07,MSC01,0.9875,1.0,0.975,0.5650000000000002,1.0,0.13
MSC07,MSC02,0.9875,1.0,0.975,0.5525,1.0,0.10500000000000001
MSC07,MSC03,0.9875,1.0,0.975,0.5574999999999999,0.9399999999999998,0.175
MSC07,MSC04,0.9875,1.0,0.975,0.6749999999999999,0.9949999999999999,0.35500000000000004
MSC07,MSC05,0.9875,1.0,0.975,0.6325000000000001,1.0,0.26499999999999996
MSC07,MSC06,0.9875,1.0,0.975,0.7467857142857144,0.97,0.5235714285714286
MSC07,MSC10,0.9875,1.0,0.975,0.6375,0.96,0.315
MSC10,MSC01,0.9375,0.975,0.9,0.55,1.0,0.1
MSC10,MSC02,0.9375,0.975,0.9,0.5525,0.9949999999999999,0.11000000000000001
MSC10,MSC03,0.9375,0.975,0.9,0.5525,1.0,0.10500000000000001
MSC10,MSC04,0.9375,0.975,0.9,0.64,0.9949999999999999,0.285
MSC10,MSC05,0.9375,0.975,0.9,0.635,1.0,0.27
MSC10,MSC06,0.9375,0.975,0.9,0.7532142857142856,0.9949999999999999,0.5114285714285713
MSC10,MSC07,0.9375,0.975,0.9,0.66,0.95,0.37
