train_sub,test_sub,cv_acc,cv_sen,cv_spec,acc,ds_sen,ds_spec
MSC01,MSC02,0.975,1.0,0.95,0.625,0.99,0.26
MSC01,MSC03,0.975,1.0,0.95,0.5125,1.0,0.025
MSC01,MSC04,0.975,1.0,0.95,0.5175000000000001,1.0,0.035
MSC01,MSC05,0.975,1.0,0.95,0.5549999999999999,1.0,0.11000000000000001
MSC01,MSC06,0.975,1.0,0.95,0.6292857142857142,1.0,0.25857142857142856
MSC01,MSC07,0.975,1.0,0.95,0.6925,1.0,0.385
MSC01,MSC10,0.975,1.0,0.95,0.5349999999999999,1.0,0.07000000000000002
MSC02,MSC01,0.925,0.975,0.875,0.625,1.0,0.25
MSC02,MSC03,0.925,0.975,0.875,0.5125,1.0,0.025
MSC02,MSC04,0.925,0.975,0.875,0.7300000000000001,0.9850000000000001,0.475
MSC02,MSC05,0.925,0.975,0.875,0.655,1.0,0.30999999999999994
MSC02,MSC06,0.925,0.975,0.875,0.5560714285714285,1.0,0.11214285714285713
MSC02,MSC07,0.925,0.975,0.875,0.6074999999999999,0.975,0.24
MSC02,MSC10,0.925,0.975,0.875,0.6174999999999999,0.99,0.24500000000000002
MSC03,MSC01,0.975,0.95,1.0,0.6475,0.9650000000000001,0.32999999999999996
MSC03,MSC02,0.975,0.95,1.0,0.5625,0.985,0.13999999999999999
MSC03,MSC04,0.975,0.95,1.0,0.6699999999999999,0.9949999999999999,0.34500000000000003
MSC03,MSC05,0.975,0.95,1.0,0.7675000000000001,1.0,0.5349999999999999
MSC03,MSC06,0.975,0.95,1.0,0.6607142857142857,0.9799999999999999,0.34142857142857147
MSC03,MSC07,0.975,0.95,1.0,0.7825,0.655,0.9099999999999999
MSC03,MSC10,0.975,0.95,1.0,0.865,0.8,0.9299999999999999
MSC04,MSC01,1.0,1.0,1.0,0.5075,1.0,0.015000000000000003
MSC04,MSC02,1.0,1.0,1.0,0.5,1.0,0.0
MSC04,MSC03,1.0,1.0,1.0,0.5,1.0,0.0
MSC04,MSC05,1.0,1.0,1.0,0.5599999999999999,1.0,0.12
MSC04,MSC06,1.0,1.0,1.0,0.5028571428571429,1.0,0.005714285714285714
MSC04,MSC07,1.0,1.0,1.0,0.7124999999999999,0.975,0.45
MSC04,MSC10,1.0,1.0,1.0,0.5449999999999999,1.0,0.09
MSC05,MSC01,0.9875,1.0,0.975,0.5125,1.0,0.025
MSC05,MSC02,0.9875,1.0,0.975,0.5525,0.99,0.11499999999999999
MSC05,MSC03,0.9875,1.0,0.975,0.5575,1.0,0.11499999999999999
MSC05,MSC04,0.9875,1.0,0.975,0.66,0.9949999999999999,0.32499999999999996
MSC05,MSC06,0.9875,1.0,0.975,0.6278571428571429,1.0,0.2557142857142857
MSC05,MSC07,0.9875,1.0,0.975,0.74,0.8350000000000002,0.645
MSC05,MSC10,0.9875,1.0,0.975,0.6725,0.99,0.355
MSC06,MSC01,0.9375,1.0,0.875,0.7100000000000001,0.9949999999999999,0.425
MSC06,MSC02,0.9375,1.0,0.875,0.835,0.86,0.8099999999999999
MSC06,MSC03,0.9375,1.0,0.875,0.6275000000000001,0.975,0.27999999999999997
MSC06,MSC04,0.9375,1.0,0.875,0.8775000000000001,0.985,0.7699999999999999
MSC06,MSC05,0.9375,1.0,0.875,0.9099999999999999,0.905,0.915
MSC06,MSC07,0.9375,1.0,0.875,0.8525,0.9199999999999999,0.7849999999999999
MSC06,MSC10,0.9375,1.0,0.875,0.7725000000000001,0.96,0.585
MSC07,MSC01,0.975,0.975,0.975,0.7725000000000001,1.0,0.5450000000000002
MSC07,MSC02,0.975,0.975,0.975,0.6224999999999999,0.985,0.26
MSC07,MSC03,0.975,0.975,0.975,0.61,0.9099999999999999,0.31
MSC07,MSC04,0.975,0.975,0.975,0.6725,0.985,0.36
MSC07,MSC05,0.975,0.975,0.975,0.805,0.9400000000000001,0.6699999999999999
MSC07,MSC06,0.975,0.975,0.975,0.8128571428571428,0.9149999999999998,0.7107142857142857
MSC07,MSC10,0.975,0.975,0.975,0.6900000000000001,0.9099999999999999,0.4699999999999999
MSC10,MSC01,0.975,0.975,0.975,0.5800000000000001,0.9949999999999999,0.165
MSC10,MSC02,0.975,0.975,0.975,0.515,1.0,0.030000000000000006
MSC10,MSC03,0.975,0.975,0.975,0.5025000000000001,1.0,0.005
MSC10,MSC04,0.975,0.975,0.975,0.5675000000000001,1.0,0.13499999999999998
MSC10,MSC05,0.975,0.975,0.975,0.5025000000000001,1.0,0.005
MSC10,MSC06,0.975,0.975,0.975,0.5,1.0,0.0
MSC10,MSC07,0.975,0.975,0.975,0.5900000000000001,0.9949999999999999,0.185
