train,acc,frames,analysis
MSC01,1.0,100,CV
MSC02,1.0,100,CV
MSC03,1.0,100,CV
MSC04,1.0,100,CV
MSC05,1.0,100,CV
MSC06,1.0,100,CV
MSC07,1.0,100,CV
MSC10,0.9444444444444444,100,CV
