train,acc,frames,analysis
MSC01,1.0,25,CV
MSC02,0.85,25,CV
MSC03,1.0,25,CV
MSC04,0.95,25,CV
MSC05,1.0,25,CV
MSC06,1.0,25,CV
MSC07,0.85,25,CV
MSC10,0.9,25,CV
