train,acc,frames,analysis
MSC01,1.0,40,CV
MSC02,0.9,40,CV
MSC03,0.9375,40,CV
MSC04,0.95,40,CV
MSC05,1.0,40,CV
MSC06,0.95,40,CV
MSC07,1.0,40,CV
MSC10,0.9,40,CV
