train,acc,frames,analysis
MSC01,0.85,5,CV
MSC02,0.55,5,CV
MSC03,0.6666666666666666,5,CV
MSC04,0.65,5,CV
MSC05,0.7,5,CV
MSC06,0.7,5,CV
MSC07,0.75,5,CV
MSC10,0.5,5,CV
