train,acc,frames,analysis
MSC01,1.0,30,CV
MSC02,0.95,30,CV
MSC03,0.9375,30,CV
MSC04,1.0,30,CV
MSC05,1.0,30,CV
MSC06,0.8,30,CV
MSC07,0.9,30,CV
MSC10,0.9,30,CV
