train,acc,frames,analysis
MSC01,1.0,125,CV
MSC02,1.0,125,CV
MSC03,1.0,125,CV
MSC04,1.0,125,CV
MSC05,1.0,125,CV
MSC06,1.0,125,CV
MSC07,0.95,125,CV
MSC10,0.9444444444444444,125,CV
