train,acc,frames,analysis
MSC01,0.85,15,CV
MSC02,0.85,15,CV
MSC03,0.875,15,CV
MSC04,0.95,15,CV
MSC05,0.95,15,CV
MSC06,1.0,15,CV
MSC07,0.8,15,CV
MSC10,0.85,15,CV
