train,acc,frames,analysis
MSC01,0.9,10,CV
MSC02,1.0,10,CV
MSC03,0.6875,10,CV
MSC04,0.9,10,CV
MSC05,0.9,10,CV
MSC06,0.8,10,CV
MSC07,0.85,10,CV
MSC10,0.6,10,CV
