,test_task,train_task,Mean,Std
0,mem,mixed,0.87,0.07787352383375064
1,mem,motor,0.6325000000000001,0.1097399523549065
2,mixed,mem,0.8543750000000001,0.08010874305770696
3,mixed,motor,0.6656249999999999,0.11772963882193326
4,motor,mem,0.7462500000000001,0.12383024094068691
5,motor,mixed,0.759375,0.100762716319083
