,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.89
1,mixed,mem,MSC01,0.8750000000000002
2,motor,mixed,MSC01,0.8699999999999999
3,motor,mem,MSC01,0.745
4,mem,mixed,MSC01,0.9049999999999999
5,mem,motor,MSC01,0.8550000000000001
6,mixed,motor,MSC02,0.7
7,mixed,mem,MSC02,0.7749999999999999
8,motor,mixed,MSC02,0.5449999999999999
9,motor,mem,MSC02,0.54
10,mem,mixed,MSC02,0.7799999999999999
11,mem,motor,MSC02,0.515
12,mixed,motor,MSC03,0.825
13,mixed,mem,MSC03,0.845
14,motor,mixed,MSC03,0.6
15,motor,mem,MSC03,0.59
16,mem,mixed,MSC03,0.8599999999999998
17,mem,motor,MSC03,0.7200000000000001
18,mixed,motor,MSC04,0.865
19,mixed,mem,MSC04,0.925
20,motor,mixed,MSC04,0.74
21,motor,mem,MSC04,0.7050000000000001
22,mem,mixed,MSC04,0.89
23,mem,motor,MSC04,0.8299999999999998
24,mixed,motor,MSC05,0.6249999999999999
25,mixed,mem,MSC05,0.9550000000000001
26,motor,mixed,MSC05,0.7150000000000001
27,motor,mem,MSC05,0.7999999999999999
28,mem,mixed,MSC05,0.8950000000000001
29,mem,motor,MSC05,0.8850000000000001
30,mixed,motor,MSC06,0.8099999999999999
31,mixed,mem,MSC06,0.93
32,motor,mixed,MSC06,0.5
33,motor,mem,MSC06,0.575
34,mem,mixed,MSC06,0.7050000000000001
35,mem,motor,MSC06,0.7949999999999999
36,mixed,motor,MSC07,0.6500000000000001
37,mixed,mem,MSC07,0.915
38,motor,mixed,MSC07,0.64
39,motor,mem,MSC07,0.6100000000000001
40,mem,mixed,MSC07,0.95
41,mem,motor,MSC07,0.74
42,mixed,motor,MSC10,0.71
43,mixed,mem,MSC10,0.7399999999999999
44,motor,mixed,MSC10,0.71
45,motor,mem,MSC10,0.52
46,mem,mixed,MSC10,0.8200000000000001
47,mem,motor,MSC10,0.635
