,train_task,test_task,sub,acc
0,glass,semantic,MSC01,0.96
1,glass,motor,MSC01,0.945
2,glass,mem,MSC01,0.8299999999999998
3,semantic,glass,MSC01,0.8800000000000001
4,semantic,motor,MSC01,0.825
5,semantic,mem,MSC01,0.7999999999999999
6,motor,glass,MSC01,0.9899999999999999
7,motor,semantic,MSC01,0.96
8,motor,mem,MSC01,0.9200000000000002
9,mem,glass,MSC01,0.8949999999999999
10,mem,semantic,MSC01,0.95
11,mem,motor,MSC01,0.8549999999999999
12,glass,semantic,MSC02,0.6900000000000001
13,glass,motor,MSC02,0.5349999999999999
14,glass,mem,MSC02,0.5149999999999999
15,semantic,glass,MSC02,0.6849999999999999
16,semantic,motor,MSC02,0.6199999999999999
17,semantic,mem,MSC02,0.45
18,motor,glass,MSC02,0.5399999999999999
19,motor,semantic,MSC02,0.55
20,motor,mem,MSC02,0.5449999999999999
21,mem,glass,MSC02,0.615
22,mem,semantic,MSC02,0.505
23,mem,motor,MSC02,0.65
24,glass,semantic,MSC03,0.8400000000000001
25,glass,motor,MSC03,0.75
26,glass,mem,MSC03,0.605
27,semantic,glass,MSC03,0.8299999999999998
28,semantic,motor,MSC03,0.8800000000000001
29,semantic,mem,MSC03,0.75
30,motor,glass,MSC03,0.63
31,motor,semantic,MSC03,0.7150000000000001
32,motor,mem,MSC03,0.5599999999999999
33,mem,glass,MSC03,0.61
34,mem,semantic,MSC03,0.835
35,mem,motor,MSC03,0.7449999999999999
36,glass,semantic,MSC04,0.8850000000000001
37,glass,motor,MSC04,0.71
38,glass,mem,MSC04,0.73
39,semantic,glass,MSC04,0.7349999999999999
40,semantic,motor,MSC04,0.5249999999999999
41,semantic,mem,MSC04,0.5449999999999999
42,motor,glass,MSC04,0.705
43,motor,semantic,MSC04,0.52
44,motor,mem,MSC04,0.515
45,mem,glass,MSC04,0.7950000000000002
46,mem,semantic,MSC04,0.8150000000000002
47,mem,motor,MSC04,0.5700000000000001
48,glass,semantic,MSC05,0.6550000000000001
49,glass,motor,MSC05,0.64
50,glass,mem,MSC05,0.63
51,semantic,glass,MSC05,0.5399999999999999
52,semantic,motor,MSC05,0.5149999999999999
53,semantic,mem,MSC05,0.505
54,motor,glass,MSC05,0.565
55,motor,semantic,MSC05,0.51
56,motor,mem,MSC05,0.6650000000000001
57,mem,glass,MSC05,0.7499999999999999
58,mem,semantic,MSC05,0.685
59,mem,motor,MSC05,0.7799999999999999
60,glass,semantic,MSC06,0.6444444444444445
61,glass,motor,MSC06,0.5722222222222223
62,glass,mem,MSC06,0.6444444444444445
63,semantic,glass,MSC06,0.6222222222222221
64,semantic,motor,MSC06,0.53
65,semantic,mem,MSC06,0.58
66,motor,glass,MSC06,0.5777777777777777
67,motor,semantic,MSC06,0.5499999999999999
68,motor,mem,MSC06,0.5549999999999999
69,mem,glass,MSC06,0.8666666666666668
70,mem,semantic,MSC06,0.7499999999999999
71,mem,motor,MSC06,0.645
72,glass,semantic,MSC07,0.865
73,glass,motor,MSC07,0.74
74,glass,mem,MSC07,0.5499999999999999
75,semantic,glass,MSC07,0.945
76,semantic,motor,MSC07,0.76
77,semantic,mem,MSC07,0.5499999999999999
78,motor,glass,MSC07,0.71
79,motor,semantic,MSC07,0.5499999999999999
80,motor,mem,MSC07,0.5
81,mem,glass,MSC07,0.66
82,mem,semantic,MSC07,0.65
83,mem,motor,MSC07,0.775
84,glass,semantic,MSC10,0.89
85,glass,motor,MSC10,0.8499999999999999
86,glass,mem,MSC10,0.645
87,semantic,glass,MSC10,0.885
88,semantic,motor,MSC10,0.8150000000000001
89,semantic,mem,MSC10,0.685
90,motor,glass,MSC10,0.78
91,motor,semantic,MSC10,0.7050000000000001
92,motor,mem,MSC10,0.57
93,mem,glass,MSC10,0.7849999999999999
94,mem,semantic,MSC10,0.7749999999999999
95,mem,motor,MSC10,0.8049999999999999
