,train_sub,test_sub,task,acc
0,MSC01,MSC02,mixed,0.525
1,MSC01,MSC02,motor,0.4600000000000001
2,MSC01,MSC02,mem,0.5349999999999999
3,MSC01,MSC03,mixed,0.6599999999999999
4,MSC01,MSC03,motor,0.465
5,MSC01,MSC03,mem,0.5
6,MSC01,MSC04,mixed,0.485
7,MSC01,MSC04,motor,0.48
8,MSC01,MSC04,mem,0.595
9,MSC01,MSC05,mixed,0.605
10,MSC01,MSC05,motor,0.565
11,MSC01,MSC05,mem,0.545
12,MSC01,MSC06,mixed,0.595
13,MSC01,MSC06,motor,0.43500000000000005
14,MSC01,MSC06,mem,0.5
15,MSC01,MSC07,mixed,0.5399999999999999
16,MSC01,MSC07,motor,0.505
17,MSC01,MSC07,mem,0.6000000000000001
18,MSC01,MSC10,mixed,0.53
19,MSC01,MSC10,motor,0.5349999999999999
20,MSC01,MSC10,mem,0.6400000000000001
21,MSC02,MSC01,mixed,0.51
22,MSC02,MSC01,motor,0.5
23,MSC02,MSC01,mem,0.59
24,MSC02,MSC03,mixed,0.425
25,MSC02,MSC03,motor,0.4750000000000001
26,MSC02,MSC03,mem,0.4700000000000001
27,MSC02,MSC04,mixed,0.7350000000000001
28,MSC02,MSC04,motor,0.72
29,MSC02,MSC04,mem,0.8099999999999999
30,MSC02,MSC05,mixed,0.68
31,MSC02,MSC05,motor,0.39
32,MSC02,MSC05,mem,0.7749999999999999
33,MSC02,MSC06,mixed,0.575
34,MSC02,MSC06,motor,0.49000000000000005
35,MSC02,MSC06,mem,0.39999999999999997
36,MSC02,MSC07,mixed,0.525
37,MSC02,MSC07,motor,0.76
38,MSC02,MSC07,mem,0.595
39,MSC02,MSC10,mixed,0.7100000000000001
40,MSC02,MSC10,motor,0.51
41,MSC02,MSC10,mem,0.505
42,MSC03,MSC01,mixed,0.64
43,MSC03,MSC01,motor,0.39499999999999996
44,MSC03,MSC01,mem,0.495
45,MSC03,MSC02,mixed,0.495
46,MSC03,MSC02,motor,0.53
47,MSC03,MSC02,mem,0.5
48,MSC03,MSC04,mixed,0.5850000000000001
49,MSC03,MSC04,motor,0.7350000000000001
50,MSC03,MSC04,mem,0.5
51,MSC03,MSC05,mixed,0.6549999999999999
52,MSC03,MSC05,motor,0.335
53,MSC03,MSC05,mem,0.5
54,MSC03,MSC06,mixed,0.575
55,MSC03,MSC06,motor,0.43500000000000005
56,MSC03,MSC06,mem,0.4800000000000001
57,MSC03,MSC07,mixed,0.465
58,MSC03,MSC07,motor,0.565
59,MSC03,MSC07,mem,0.5
60,MSC03,MSC10,mixed,0.575
61,MSC03,MSC10,motor,0.46500000000000014
62,MSC03,MSC10,mem,0.5
63,MSC04,MSC01,mixed,0.515
64,MSC04,MSC01,motor,0.5
65,MSC04,MSC01,mem,0.5449999999999999
66,MSC04,MSC02,mixed,0.5
67,MSC04,MSC02,motor,0.8099999999999999
68,MSC04,MSC02,mem,0.5700000000000001
69,MSC04,MSC03,mixed,0.565
70,MSC04,MSC03,motor,0.5
71,MSC04,MSC03,mem,0.59
72,MSC04,MSC05,mixed,0.65
73,MSC04,MSC05,motor,0.52
74,MSC04,MSC05,mem,0.57
75,MSC04,MSC06,mixed,0.525
76,MSC04,MSC06,motor,0.465
77,MSC04,MSC06,mem,0.5900000000000001
78,MSC04,MSC07,mixed,0.505
79,MSC04,MSC07,motor,0.605
80,MSC04,MSC07,mem,0.5499999999999999
81,MSC04,MSC10,mixed,0.55
82,MSC04,MSC10,motor,0.54
83,MSC04,MSC10,mem,0.585
84,MSC05,MSC01,mixed,0.505
85,MSC05,MSC01,motor,0.7649999999999999
86,MSC05,MSC01,mem,0.5599999999999999
87,MSC05,MSC02,mixed,0.52
88,MSC05,MSC02,motor,0.6900000000000001
89,MSC05,MSC02,mem,0.505
90,MSC05,MSC03,mixed,0.53
91,MSC05,MSC03,motor,0.425
92,MSC05,MSC03,mem,0.4700000000000001
93,MSC05,MSC04,mixed,0.8299999999999998
94,MSC05,MSC04,motor,0.575
95,MSC05,MSC04,mem,0.7150000000000001
96,MSC05,MSC06,mixed,0.51
97,MSC05,MSC06,motor,0.54
98,MSC05,MSC06,mem,0.5
99,MSC05,MSC07,mixed,0.495
100,MSC05,MSC07,motor,0.4050000000000001
101,MSC05,MSC07,mem,0.58
102,MSC05,MSC10,mixed,0.5449999999999999
103,MSC05,MSC10,motor,0.575
104,MSC05,MSC10,mem,0.4450000000000001
105,MSC06,MSC01,mixed,0.53
106,MSC06,MSC01,motor,0.57
107,MSC06,MSC01,mem,0.595
108,MSC06,MSC02,mixed,0.68
109,MSC06,MSC02,motor,0.615
110,MSC06,MSC02,mem,0.5
111,MSC06,MSC03,mixed,0.5799999999999998
112,MSC06,MSC03,motor,0.6599999999999999
113,MSC06,MSC03,mem,0.585
114,MSC06,MSC04,mixed,0.575
115,MSC06,MSC04,motor,0.5499999999999999
116,MSC06,MSC04,mem,0.5599999999999999
117,MSC06,MSC05,mixed,0.5
118,MSC06,MSC05,motor,0.505
119,MSC06,MSC05,mem,0.47000000000000003
120,MSC06,MSC07,mixed,0.5249999999999999
121,MSC06,MSC07,motor,0.675
122,MSC06,MSC07,mem,0.5
123,MSC06,MSC10,mixed,0.79
124,MSC06,MSC10,motor,0.635
125,MSC06,MSC10,mem,0.5
126,MSC07,MSC01,mixed,0.5999999999999999
127,MSC07,MSC01,motor,0.5
128,MSC07,MSC01,mem,0.655
129,MSC07,MSC02,mixed,0.505
130,MSC07,MSC02,motor,0.6900000000000001
131,MSC07,MSC02,mem,0.5149999999999999
132,MSC07,MSC03,mixed,0.5
133,MSC07,MSC03,motor,0.5
134,MSC07,MSC03,mem,0.475
135,MSC07,MSC04,mixed,0.495
136,MSC07,MSC04,motor,0.5
137,MSC07,MSC04,mem,0.535
138,MSC07,MSC05,mixed,0.5449999999999999
139,MSC07,MSC05,motor,0.5
140,MSC07,MSC05,mem,0.685
141,MSC07,MSC06,mixed,0.6050000000000001
142,MSC07,MSC06,motor,0.5549999999999999
143,MSC07,MSC06,mem,0.48
144,MSC07,MSC10,mixed,0.595
145,MSC07,MSC10,motor,0.545
146,MSC07,MSC10,mem,0.6199999999999999
147,MSC10,MSC01,mixed,0.5
148,MSC10,MSC01,motor,0.5899999999999999
149,MSC10,MSC01,mem,0.5149999999999999
150,MSC10,MSC02,mixed,0.7300000000000001
151,MSC10,MSC02,motor,0.51
152,MSC10,MSC02,mem,0.5
153,MSC10,MSC03,mixed,0.525
154,MSC10,MSC03,motor,0.5050000000000001
155,MSC10,MSC03,mem,0.45
156,MSC10,MSC04,mixed,0.5999999999999999
157,MSC10,MSC04,motor,0.505
158,MSC10,MSC04,mem,0.5
159,MSC10,MSC05,mixed,0.5
160,MSC10,MSC05,motor,0.5
161,MSC10,MSC05,mem,0.5
162,MSC10,MSC06,mixed,0.8949999999999999
163,MSC10,MSC06,motor,0.6049999999999999
164,MSC10,MSC06,mem,0.485
165,MSC10,MSC07,mixed,0.595
166,MSC10,MSC07,motor,0.765
167,MSC10,MSC07,mem,0.665
