,MSC02,train,test
0,0.75,mixed,motor
1,0.75,mixed,motor
2,0.6,mixed,motor
3,0.85,mixed,motor
4,0.8,mixed,motor
5,0.7,mixed,motor
6,0.8,mixed,motor
7,0.7,mixed,motor
8,0.85,mixed,motor
9,0.7,mixed,motor
