,MSC01,train,test
0,0.95,mem,mixed
1,0.95,mem,mixed
2,0.9,mem,mixed
3,0.95,mem,mixed
4,0.95,mem,mixed
5,0.95,mem,mixed
6,0.95,mem,mixed
7,0.95,mem,mixed
8,0.95,mem,mixed
9,0.95,mem,mixed
