,test_task,train_task,Mean,Std
0,mem,mixed,0.7090624999999999,0.22268636857697421
1,mem,motor,0.6882589285714287,0.21986463090574732
2,mixed,mem,0.7252008928571427,0.22949942770597523
3,mixed,motor,0.7087400793650794,0.22175702548277929
4,motor,mem,0.7781870039682539,0.23416600078335362
5,motor,mixed,0.7787599206349206,0.23369767108608466
