,test_task,train_task,Mean,Std
0,mem,mixed,0.7021428571428568,0.14311742522347654
1,mem,motor,0.6386607142857145,0.12583355193352763
2,mixed,mem,0.7782142857142854,0.12003570897266956
3,mixed,motor,0.6010714285714286,0.11125202464230928
4,motor,mem,0.8130357142857144,0.12054677919391282
5,motor,mixed,0.6924107142857141,0.1389963736329725
