,train_task,test_task,sub,acc
0,semantic,glass,MSC01,0.77
1,semantic,motor,MSC01,0.7949999999999999
2,semantic,mem,MSC01,0.655
3,glass,semantic,MSC01,0.9349999999999999
4,glass,motor,MSC01,0.8700000000000001
5,glass,mem,MSC01,0.78
6,motor,semantic,MSC01,0.8650000000000002
7,motor,glass,MSC01,0.835
8,motor,mem,MSC01,0.6800000000000002
9,mem,semantic,MSC01,1.0
10,mem,glass,MSC01,0.8949999999999999
11,mem,motor,MSC01,0.985
12,semantic,glass,MSC02,0.605
13,semantic,motor,MSC02,0.53
14,semantic,mem,MSC02,0.5399999999999999
15,glass,semantic,MSC02,0.8700000000000001
16,glass,motor,MSC02,0.8399999999999999
17,glass,mem,MSC02,0.7000000000000001
18,motor,semantic,MSC02,0.5549999999999999
19,motor,glass,MSC02,0.7000000000000001
20,motor,mem,MSC02,0.5
21,mem,semantic,MSC02,0.7749999999999999
22,mem,glass,MSC02,0.8399999999999999
23,mem,motor,MSC02,0.9299999999999999
24,semantic,glass,MSC03,0.835
25,semantic,motor,MSC03,0.8300000000000001
26,semantic,mem,MSC03,0.77
27,glass,semantic,MSC03,0.7649999999999999
28,glass,motor,MSC03,0.925
29,glass,mem,MSC03,0.6650000000000003
30,motor,semantic,MSC03,0.7649999999999999
31,motor,glass,MSC03,0.8200000000000001
32,motor,mem,MSC03,0.7799999999999999
33,mem,semantic,MSC03,0.8099999999999999
34,mem,glass,MSC03,0.6250000000000001
35,mem,motor,MSC03,0.8850000000000001
36,semantic,glass,MSC04,0.8249999999999998
37,semantic,motor,MSC04,0.67
38,semantic,mem,MSC04,0.885
39,glass,semantic,MSC04,0.9549999999999998
40,glass,motor,MSC04,0.7999999999999999
41,glass,mem,MSC04,0.7849999999999999
42,motor,semantic,MSC04,0.8149999999999998
43,motor,glass,MSC04,0.7699999999999999
44,motor,mem,MSC04,0.63
45,mem,semantic,MSC04,0.985
46,mem,glass,MSC04,0.8699999999999999
47,mem,motor,MSC04,0.76
48,semantic,glass,MSC05,0.605
49,semantic,motor,MSC05,0.5449999999999999
50,semantic,mem,MSC05,0.745
51,glass,semantic,MSC05,0.9099999999999999
52,glass,motor,MSC05,0.9200000000000002
53,glass,mem,MSC05,0.9949999999999999
54,motor,semantic,MSC05,0.5449999999999999
55,motor,glass,MSC05,0.6099999999999999
56,motor,mem,MSC05,0.8049999999999999
57,mem,semantic,MSC05,0.8549999999999999
58,mem,glass,MSC05,0.8649999999999999
59,mem,motor,MSC05,1.0
60,semantic,glass,MSC06,0.6277777777777779
61,semantic,motor,MSC06,0.63
62,semantic,mem,MSC06,0.9
63,glass,semantic,MSC06,0.8277777777777777
64,glass,motor,MSC06,0.7333333333333334
65,glass,mem,MSC06,0.9222222222222223
66,motor,semantic,MSC06,0.7699999999999999
67,motor,glass,MSC06,0.6777777777777778
68,motor,mem,MSC06,0.7250000000000001
69,mem,semantic,MSC06,0.9150000000000003
70,mem,glass,MSC06,0.8833333333333334
71,mem,motor,MSC06,0.8499999999999999
72,semantic,glass,MSC07,0.975
73,semantic,motor,MSC07,0.5599999999999998
74,semantic,mem,MSC07,0.5849999999999999
75,glass,semantic,MSC07,0.9949999999999999
76,glass,motor,MSC07,0.585
77,glass,mem,MSC07,0.8299999999999998
78,motor,semantic,MSC07,0.6200000000000001
79,motor,glass,MSC07,0.5399999999999999
80,motor,mem,MSC07,0.565
81,mem,semantic,MSC07,0.8150000000000001
82,mem,glass,MSC07,0.9400000000000001
83,mem,motor,MSC07,0.755
84,semantic,glass,MSC10,0.8949999999999999
85,semantic,motor,MSC10,0.8049999999999999
86,semantic,mem,MSC10,0.6600000000000001
87,glass,semantic,MSC10,0.905
88,glass,motor,MSC10,0.7999999999999999
89,glass,mem,MSC10,0.76
90,motor,semantic,MSC10,0.6199999999999999
91,motor,glass,MSC10,0.8899999999999999
92,motor,mem,MSC10,0.8149999999999998
93,mem,semantic,MSC10,0.765
94,mem,glass,MSC10,0.8800000000000001
95,mem,motor,MSC10,0.89
