train_sub,test_sub,task,acc
MSC01,MSC02,mixed,0.5
MSC01,MSC02,motor,0.5
MSC01,MSC02,mem,0.465
MSC01,MSC03,mixed,0.5
MSC01,MSC03,motor,0.5
MSC01,MSC03,mem,0.49000000000000005
MSC01,MSC04,mixed,0.5
MSC01,MSC04,motor,0.5
MSC01,MSC04,mem,0.53
MSC01,MSC05,mixed,0.5
MSC01,MSC05,motor,0.5
MSC01,MSC05,mem,0.59
MSC01,MSC06,mixed,0.505
MSC01,MSC06,motor,0.5
MSC01,MSC06,mem,0.5
MSC01,MSC07,mixed,0.495
MSC01,MSC07,motor,0.5
MSC01,MSC07,mem,0.465
MSC01,MSC10,mixed,0.495
MSC01,MSC10,motor,0.505
MSC01,MSC10,mem,0.56
MSC02,MSC01,mixed,0.5
MSC02,MSC01,motor,0.5
MSC02,MSC01,mem,0.49000000000000005
MSC02,MSC03,mixed,0.5
MSC02,MSC03,motor,0.5
MSC02,MSC03,mem,0.5
MSC02,MSC04,mixed,0.5
MSC02,MSC04,motor,0.5
MSC02,MSC04,mem,0.5
MSC02,MSC05,mixed,0.5
MSC02,MSC05,motor,0.5
MSC02,MSC05,mem,0.525
MSC02,MSC06,mixed,0.5
MSC02,MSC06,motor,0.5
MSC02,MSC06,mem,0.5
MSC02,MSC07,mixed,0.5
MSC02,MSC07,motor,0.5
MSC02,MSC07,mem,0.5549999999999999
MSC02,MSC10,mixed,0.5
MSC02,MSC10,motor,0.5
MSC02,MSC10,mem,0.5
MSC03,MSC01,mixed,0.5
MSC03,MSC01,motor,0.5
MSC03,MSC01,mem,0.5
MSC03,MSC02,mixed,0.5
MSC03,MSC02,motor,0.5
MSC03,MSC02,mem,0.5
MSC03,MSC04,mixed,0.5
MSC03,MSC04,motor,0.5
MSC03,MSC04,mem,0.5
MSC03,MSC05,mixed,0.5
MSC03,MSC05,motor,0.5
MSC03,MSC05,mem,0.5
MSC03,MSC06,mixed,0.5
MSC03,MSC06,motor,0.5
MSC03,MSC06,mem,0.5
MSC03,MSC07,mixed,0.5
MSC03,MSC07,motor,0.5
MSC03,MSC07,mem,0.5
MSC03,MSC10,mixed,0.5
MSC03,MSC10,motor,0.5
MSC03,MSC10,mem,0.5
MSC04,MSC01,mixed,0.5549999999999999
MSC04,MSC01,motor,0.5
MSC04,MSC01,mem,0.7100000000000001
MSC04,MSC02,mixed,0.605
MSC04,MSC02,motor,0.5
MSC04,MSC02,mem,0.515
MSC04,MSC03,mixed,0.575
MSC04,MSC03,motor,0.5
MSC04,MSC03,mem,0.5449999999999999
MSC04,MSC05,mixed,0.59
MSC04,MSC05,motor,0.5
MSC04,MSC05,mem,0.51
MSC04,MSC06,mixed,0.6850000000000002
MSC04,MSC06,motor,0.5
MSC04,MSC06,mem,0.495
MSC04,MSC07,mixed,0.65
MSC04,MSC07,motor,0.505
MSC04,MSC07,mem,0.5
MSC04,MSC10,mixed,0.475
MSC04,MSC10,motor,0.5399999999999999
MSC04,MSC10,mem,0.58
MSC05,MSC01,mixed,0.5349999999999999
MSC05,MSC01,motor,0.5
MSC05,MSC01,mem,0.5499999999999999
MSC05,MSC02,mixed,0.5399999999999999
MSC05,MSC02,motor,0.5
MSC05,MSC02,mem,0.45500000000000007
MSC05,MSC03,mixed,0.48500000000000004
MSC05,MSC03,motor,0.5
MSC05,MSC03,mem,0.51
MSC05,MSC04,mixed,0.4800000000000001
MSC05,MSC04,motor,0.5
MSC05,MSC04,mem,0.495
MSC05,MSC06,mixed,0.49000000000000005
MSC05,MSC06,motor,0.5
MSC05,MSC06,mem,0.5149999999999999
MSC05,MSC07,mixed,0.525
MSC05,MSC07,motor,0.5
MSC05,MSC07,mem,0.505
MSC05,MSC10,mixed,0.5650000000000001
MSC05,MSC10,motor,0.5
MSC05,MSC10,mem,0.5050000000000001
MSC06,MSC01,mixed,0.495
MSC06,MSC01,motor,0.5
MSC06,MSC01,mem,0.595
MSC06,MSC02,mixed,0.49000000000000005
MSC06,MSC02,motor,0.5
MSC06,MSC02,mem,0.505
MSC06,MSC03,mixed,0.5
MSC06,MSC03,motor,0.5
MSC06,MSC03,mem,0.52
MSC06,MSC04,mixed,0.505
MSC06,MSC04,motor,0.5
MSC06,MSC04,mem,0.5549999999999999
MSC06,MSC05,mixed,0.505
MSC06,MSC05,motor,0.5
MSC06,MSC05,mem,0.5149999999999999
MSC06,MSC07,mixed,0.495
MSC06,MSC07,motor,0.5
MSC06,MSC07,mem,0.43
MSC06,MSC10,mixed,0.51
MSC06,MSC10,motor,0.5
MSC06,MSC10,mem,0.465
MSC07,MSC01,mixed,0.5
MSC07,MSC01,motor,0.5
MSC07,MSC01,mem,0.5299999999999999
MSC07,MSC02,mixed,0.49000000000000005
MSC07,MSC02,motor,0.5
MSC07,MSC02,mem,0.505
MSC07,MSC03,mixed,0.52
MSC07,MSC03,motor,0.5
MSC07,MSC03,mem,0.49000000000000005
MSC07,MSC04,mixed,0.54
MSC07,MSC04,motor,0.5
MSC07,MSC04,mem,0.48500000000000004
MSC07,MSC05,mixed,0.5199999999999999
MSC07,MSC05,motor,0.5
MSC07,MSC05,mem,0.5599999999999999
MSC07,MSC06,mixed,0.5
MSC07,MSC06,motor,0.5
MSC07,MSC06,mem,0.49000000000000005
MSC07,MSC10,mixed,0.5
MSC07,MSC10,motor,0.5
MSC07,MSC10,mem,0.5249999999999999
MSC10,MSC01,mixed,0.5449999999999999
MSC10,MSC01,motor,0.5
MSC10,MSC01,mem,0.52
MSC10,MSC02,mixed,0.5599999999999999
MSC10,MSC02,motor,0.5
MSC10,MSC02,mem,0.505
MSC10,MSC03,mixed,0.545
MSC10,MSC03,motor,0.5
MSC10,MSC03,mem,0.51
MSC10,MSC04,mixed,0.43500000000000005
MSC10,MSC04,motor,0.5
MSC10,MSC04,mem,0.51
MSC10,MSC05,mixed,0.375
MSC10,MSC05,motor,0.5
MSC10,MSC05,mem,0.5499999999999999
MSC10,MSC06,mixed,0.505
MSC10,MSC06,motor,0.5
MSC10,MSC06,mem,0.51
MSC10,MSC07,mixed,0.445
MSC10,MSC07,motor,0.5
MSC10,MSC07,mem,0.49000000000000005
