,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.7649999999999999
1,mixed,mem,MSC01,0.8599999999999998
2,motor,mixed,MSC01,0.6500000000000001
3,motor,mem,MSC01,0.6299999999999999
4,mem,mixed,MSC01,0.86
5,mem,motor,MSC01,0.7949999999999999
6,mixed,motor,MSC02,0.8
7,mixed,mem,MSC02,0.8000000000000002
8,motor,mixed,MSC02,0.59
9,motor,mem,MSC02,0.655
10,mem,mixed,MSC02,0.6950000000000001
11,mem,motor,MSC02,0.7100000000000001
12,mixed,motor,MSC03,0.7749999999999999
13,mixed,mem,MSC03,0.79375
14,motor,mixed,MSC03,0.595
15,motor,mem,MSC03,0.6625
16,mem,mixed,MSC03,0.6
17,mem,motor,MSC03,0.7749999999999999
18,mixed,motor,MSC04,0.55
19,mixed,mem,MSC04,0.6849999999999999
20,motor,mixed,MSC04,0.5149999999999999
21,motor,mem,MSC04,0.5399999999999999
22,mem,mixed,MSC04,0.74
23,mem,motor,MSC04,0.525
24,mixed,motor,MSC05,0.8149999999999998
25,mixed,mem,MSC05,0.9450000000000001
26,motor,mixed,MSC05,0.5
27,motor,mem,MSC05,0.5999999999999999
28,mem,mixed,MSC05,0.8
29,mem,motor,MSC05,0.7999999999999999
30,mixed,motor,MSC06,0.6611111111111111
31,mixed,mem,MSC06,0.595
32,motor,mixed,MSC06,0.5944444444444444
33,motor,mem,MSC06,0.5499999999999999
34,mem,mixed,MSC06,0.575
35,mem,motor,MSC06,0.5944444444444444
36,mixed,motor,MSC07,0.8944444444444445
37,mixed,mem,MSC07,0.685
38,motor,mixed,MSC07,0.5
39,motor,mem,MSC07,0.5
40,mem,mixed,MSC07,0.8250000000000002
41,mem,motor,MSC07,0.8555555555555555
42,mixed,motor,MSC10,0.7999999999999998
43,mixed,mem,MSC10,0.825
44,motor,mixed,MSC10,0.6
45,motor,mem,MSC10,0.5499999999999999
46,mem,mixed,MSC10,0.795
47,mem,motor,MSC10,0.7849999999999999
