,test_task,train_task,Mean,Std
0,glass,mem,0.5136507936507938,0.10282921765650074
1,glass,motor,0.5517956349206349,0.10200525894056242
2,glass,semantic,0.5634623015873015,0.08975643504883632
3,mem,glass,0.5476686507936506,0.09498120906029289
4,mem,motor,0.5718749999999998,0.09126665476901884
5,mem,semantic,0.540357142857143,0.09994478995405937
6,motor,glass,0.5540376984126985,0.09958795530862409
7,motor,mem,0.5491964285714286,0.1022998124307988
8,motor,semantic,0.55125,0.09329937152667608
9,semantic,glass,0.569751984126984,0.10233485887295851
10,semantic,mem,0.5174999999999998,0.12098459706620811
11,semantic,motor,0.5584821428571429,0.11725620604958553
