,test_task,train_task,Mean,Std
0,glass,mem,0.7580059523809523,0.1264584846364213
1,glass,motor,0.6112698412698413,0.09494559339256198
2,glass,semantic,0.5548214285714287,0.08684933528035997
3,mem,glass,0.5763690476190477,0.1169032216644601
4,mem,motor,0.6199107142857144,0.11354410865557757
5,mem,semantic,0.5618749999999999,0.09528217662195894
6,motor,glass,0.5900892857142856,0.10381038879316698
7,motor,mem,0.8094642857142855,0.11630554810274754
8,motor,semantic,0.5498214285714286,0.07670465367957734
9,semantic,glass,0.5746825396825397,0.08910087456902906
10,semantic,mem,0.7824107142857145,0.12086803875387317
11,semantic,motor,0.6172321428571429,0.11390554157984326
