train_task,test_task,train_sub,test_sub,acc
glass,semantic,MSC01,MSC02,0.7749999999999999
glass,motor,MSC01,MSC02,0.575
glass,mem,MSC01,MSC02,0.7949999999999999
semantic,glass,MSC01,MSC02,0.7749999999999999
semantic,motor,MSC01,MSC02,0.5499999999999999
semantic,mem,MSC01,MSC02,0.725
motor,glass,MSC01,MSC02,0.7
motor,semantic,MSC01,MSC02,0.7649999999999999
motor,mem,MSC01,MSC02,0.7349999999999999
mem,glass,MSC01,MSC02,0.71
mem,semantic,MSC01,MSC02,0.74
mem,motor,MSC01,MSC02,0.825
glass,semantic,MSC01,MSC03,0.7899999999999999
glass,motor,MSC01,MSC03,0.6599999999999999
glass,mem,MSC01,MSC03,0.7299999999999999
semantic,glass,MSC01,MSC03,0.5399999999999999
semantic,motor,MSC01,MSC03,0.5
semantic,mem,MSC01,MSC03,0.53
motor,glass,MSC01,MSC03,0.5999999999999999
motor,semantic,MSC01,MSC03,0.675
motor,mem,MSC01,MSC03,0.615
mem,glass,MSC01,MSC03,0.52
mem,semantic,MSC01,MSC03,0.8299999999999998
mem,motor,MSC01,MSC03,0.7749999999999999
glass,semantic,MSC01,MSC04,0.6849999999999999
glass,motor,MSC01,MSC04,0.8099999999999999
glass,mem,MSC01,MSC04,0.7849999999999999
semantic,glass,MSC01,MSC04,0.5599999999999999
semantic,motor,MSC01,MSC04,0.5349999999999999
semantic,mem,MSC01,MSC04,0.565
motor,glass,MSC01,MSC04,0.6599999999999999
motor,semantic,MSC01,MSC04,0.7449999999999999
motor,mem,MSC01,MSC04,0.7849999999999999
mem,glass,MSC01,MSC04,0.8249999999999998
mem,semantic,MSC01,MSC04,0.8099999999999999
mem,motor,MSC01,MSC04,0.885
glass,semantic,MSC01,MSC05,0.54
glass,motor,MSC01,MSC05,0.5149999999999999
glass,mem,MSC01,MSC05,0.5599999999999999
semantic,glass,MSC01,MSC05,0.5
semantic,motor,MSC01,MSC05,0.5
semantic,mem,MSC01,MSC05,0.5
motor,glass,MSC01,MSC05,0.53
motor,semantic,MSC01,MSC05,0.655
motor,mem,MSC01,MSC05,0.5900000000000001
mem,glass,MSC01,MSC05,0.505
mem,semantic,MSC01,MSC05,0.595
mem,motor,MSC01,MSC05,0.6149999999999999
glass,semantic,MSC01,MSC06,0.5349999999999999
glass,motor,MSC01,MSC06,0.585
glass,mem,MSC01,MSC06,0.5
semantic,glass,MSC01,MSC06,0.5
semantic,motor,MSC01,MSC06,0.5
semantic,mem,MSC01,MSC06,0.5
motor,glass,MSC01,MSC06,0.5
motor,semantic,MSC01,MSC06,0.5900000000000001
motor,mem,MSC01,MSC06,0.5149999999999999
mem,glass,MSC01,MSC06,0.5388888888888889
mem,semantic,MSC01,MSC06,0.595
mem,motor,MSC01,MSC06,0.7350000000000001
glass,semantic,MSC01,MSC07,0.9400000000000001
glass,motor,MSC01,MSC07,0.7699999999999999
glass,mem,MSC01,MSC07,0.885
semantic,glass,MSC01,MSC07,0.8699999999999999
semantic,motor,MSC01,MSC07,0.635
semantic,mem,MSC01,MSC07,0.7699999999999999
motor,glass,MSC01,MSC07,0.8400000000000001
motor,semantic,MSC01,MSC07,0.8649999999999999
motor,mem,MSC01,MSC07,0.72
mem,glass,MSC01,MSC07,0.825
mem,semantic,MSC01,MSC07,0.825
mem,motor,MSC01,MSC07,0.82
glass,semantic,MSC01,MSC10,0.6500000000000001
glass,motor,MSC01,MSC10,0.7000000000000001
glass,mem,MSC01,MSC10,0.5349999999999999
semantic,glass,MSC01,MSC10,0.5449999999999999
semantic,motor,MSC01,MSC10,0.5
semantic,mem,MSC01,MSC10,0.5
motor,glass,MSC01,MSC10,0.675
motor,semantic,MSC01,MSC10,0.8049999999999999
motor,mem,MSC01,MSC10,0.5549999999999999
mem,glass,MSC01,MSC10,0.7749999999999999
mem,semantic,MSC01,MSC10,0.7999999999999999
mem,motor,MSC01,MSC10,0.6900000000000002
glass,semantic,MSC02,MSC01,0.705
glass,motor,MSC02,MSC01,0.64
glass,mem,MSC02,MSC01,0.5549999999999999
semantic,glass,MSC02,MSC01,0.5
semantic,motor,MSC02,MSC01,0.5
semantic,mem,MSC02,MSC01,0.5
motor,glass,MSC02,MSC01,0.5
motor,semantic,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
mem,glass,MSC02,MSC01,0.5199999999999999
mem,semantic,MSC02,MSC01,0.475
mem,motor,MSC02,MSC01,0.5199999999999999
glass,semantic,MSC02,MSC03,0.7899999999999999
glass,motor,MSC02,MSC03,0.5999999999999999
glass,mem,MSC02,MSC03,0.6300000000000001
semantic,glass,MSC02,MSC03,0.6149999999999999
semantic,motor,MSC02,MSC03,0.515
semantic,mem,MSC02,MSC03,0.5
motor,glass,MSC02,MSC03,0.66
motor,semantic,MSC02,MSC03,0.5449999999999999
motor,mem,MSC02,MSC03,0.5499999999999999
mem,glass,MSC02,MSC03,0.505
mem,semantic,MSC02,MSC03,0.505
mem,motor,MSC02,MSC03,0.46500000000000014
glass,semantic,MSC02,MSC04,0.6049999999999999
glass,motor,MSC02,MSC04,0.5999999999999999
glass,mem,MSC02,MSC04,0.5900000000000001
semantic,glass,MSC02,MSC04,0.525
semantic,motor,MSC02,MSC04,0.5
semantic,mem,MSC02,MSC04,0.5
motor,glass,MSC02,MSC04,0.635
motor,semantic,MSC02,MSC04,0.5
motor,mem,MSC02,MSC04,0.5249999999999999
mem,glass,MSC02,MSC04,0.5050000000000001
mem,semantic,MSC02,MSC04,0.5449999999999999
mem,motor,MSC02,MSC04,0.5449999999999999
glass,semantic,MSC02,MSC05,0.6099999999999999
glass,motor,MSC02,MSC05,0.57
glass,mem,MSC02,MSC05,0.575
semantic,glass,MSC02,MSC05,0.5
semantic,motor,MSC02,MSC05,0.5
semantic,mem,MSC02,MSC05,0.5
motor,glass,MSC02,MSC05,0.5449999999999999
motor,semantic,MSC02,MSC05,0.505
motor,mem,MSC02,MSC05,0.5
mem,glass,MSC02,MSC05,0.6950000000000001
mem,semantic,MSC02,MSC05,0.8150000000000001
mem,motor,MSC02,MSC05,0.74
glass,semantic,MSC02,MSC06,0.7200000000000001
glass,motor,MSC02,MSC06,0.6299999999999999
glass,mem,MSC02,MSC06,0.67
semantic,glass,MSC02,MSC06,0.5
semantic,motor,MSC02,MSC06,0.5349999999999999
semantic,mem,MSC02,MSC06,0.5
motor,glass,MSC02,MSC06,0.5
motor,semantic,MSC02,MSC06,0.5199999999999999
motor,mem,MSC02,MSC06,0.5
mem,glass,MSC02,MSC06,0.8333333333333334
mem,semantic,MSC02,MSC06,0.8200000000000001
mem,motor,MSC02,MSC06,0.825
glass,semantic,MSC02,MSC07,0.7699999999999999
glass,motor,MSC02,MSC07,0.515
glass,mem,MSC02,MSC07,0.65
semantic,glass,MSC02,MSC07,0.675
semantic,motor,MSC02,MSC07,0.49000000000000005
semantic,mem,MSC02,MSC07,0.595
motor,glass,MSC02,MSC07,0.5
motor,semantic,MSC02,MSC07,0.51
motor,mem,MSC02,MSC07,0.5
mem,glass,MSC02,MSC07,0.5
mem,semantic,MSC02,MSC07,0.5
mem,motor,MSC02,MSC07,0.5
glass,semantic,MSC02,MSC10,0.67
glass,motor,MSC02,MSC10,0.635
glass,mem,MSC02,MSC10,0.6099999999999999
semantic,glass,MSC02,MSC10,0.5
semantic,motor,MSC02,MSC10,0.5
semantic,mem,MSC02,MSC10,0.5
motor,glass,MSC02,MSC10,0.505
motor,semantic,MSC02,MSC10,0.525
motor,mem,MSC02,MSC10,0.5449999999999999
mem,glass,MSC02,MSC10,0.6799999999999999
mem,semantic,MSC02,MSC10,0.7200000000000001
mem,motor,MSC02,MSC10,0.7150000000000001
glass,semantic,MSC03,MSC01,0.5
glass,motor,MSC03,MSC01,0.5
glass,mem,MSC03,MSC01,0.5
semantic,glass,MSC03,MSC01,0.5
semantic,motor,MSC03,MSC01,0.5
semantic,mem,MSC03,MSC01,0.5
motor,glass,MSC03,MSC01,0.5
motor,semantic,MSC03,MSC01,0.51
motor,mem,MSC03,MSC01,0.5549999999999999
mem,glass,MSC03,MSC01,0.7500000000000001
mem,semantic,MSC03,MSC01,0.7049999999999998
mem,motor,MSC03,MSC01,0.7500000000000001
