,test_task,train_task,Mean,Std
0,glass,mem,0.7665178571428571,0.13016145077093652
1,glass,motor,0.6001289682539684,0.08626636321114442
2,glass,semantic,0.5662599206349206,0.0990263198397461
3,mem,glass,0.5681646825396827,0.11510639784249393
4,mem,motor,0.6107142857142859,0.10982808289416598
5,mem,semantic,0.5724107142857141,0.10975174909117134
6,motor,glass,0.5810218253968253,0.0953983188826245
7,motor,mem,0.8183035714285717,0.12624750865485798
8,motor,semantic,0.5654464285714287,0.11054524695063382
9,semantic,glass,0.5696230158730161,0.08243012938579902
10,semantic,mem,0.7866071428571428,0.12754003700391905
11,semantic,motor,0.6137500000000002,0.11505828562476106
