,test_task,train_task,Mean,Std
0,glass,mem,0.7540575396825396,0.13644598753951145
1,glass,motor,0.6120932539682541,0.1007864691201355
2,glass,semantic,0.5529761904761905,0.08629201776320718
3,mem,glass,0.5687400793650793,0.11138524219182054
4,mem,motor,0.6237499999999997,0.11334681292387533
5,mem,semantic,0.5665178571428571,0.1057136769462991
6,motor,glass,0.5814583333333332,0.10129927892801396
7,motor,mem,0.8177678571428572,0.12331378910898645
8,motor,semantic,0.5548214285714287,0.0897874474204814
9,semantic,glass,0.5711805555555557,0.08693070776048945
10,semantic,mem,0.7840178571428572,0.12669010021902458
11,semantic,motor,0.6172321428571429,0.11702338399908545
