train_task,test_task,train_sub,test_sub,acc
glass,semantic,MSC01,MSC02,0.615
glass,motor,MSC01,MSC02,0.5
glass,mem,MSC01,MSC02,0.5
semantic,glass,MSC01,MSC02,0.5899999999999999
semantic,motor,MSC01,MSC02,0.4800000000000001
semantic,mem,MSC01,MSC02,0.585
motor,glass,MSC01,MSC02,0.68
motor,semantic,MSC01,MSC02,0.875
motor,mem,MSC01,MSC02,0.85
mem,glass,MSC01,MSC02,0.59
mem,semantic,MSC01,MSC02,0.615
mem,motor,MSC01,MSC02,0.5599999999999999
glass,semantic,MSC01,MSC03,0.635
glass,motor,MSC01,MSC03,0.5600000000000002
glass,mem,MSC01,MSC03,0.655
semantic,glass,MSC01,MSC03,0.5
semantic,motor,MSC01,MSC03,0.5349999999999999
semantic,mem,MSC01,MSC03,0.675
motor,glass,MSC01,MSC03,0.735
motor,semantic,MSC01,MSC03,0.865
motor,mem,MSC01,MSC03,0.795
mem,glass,MSC01,MSC03,0.6499999999999999
mem,semantic,MSC01,MSC03,0.6499999999999999
mem,motor,MSC01,MSC03,0.7150000000000001
glass,semantic,MSC01,MSC04,0.72
glass,motor,MSC01,MSC04,0.55
glass,mem,MSC01,MSC04,0.5449999999999999
semantic,glass,MSC01,MSC04,0.5449999999999999
semantic,motor,MSC01,MSC04,0.51
semantic,mem,MSC01,MSC04,0.5549999999999999
motor,glass,MSC01,MSC04,0.7050000000000001
motor,semantic,MSC01,MSC04,0.78
motor,mem,MSC01,MSC04,0.725
mem,glass,MSC01,MSC04,0.885
mem,semantic,MSC01,MSC04,0.8299999999999998
mem,motor,MSC01,MSC04,0.885
glass,semantic,MSC01,MSC05,0.6950000000000001
glass,motor,MSC01,MSC05,0.77
glass,mem,MSC01,MSC05,0.8049999999999999
semantic,glass,MSC01,MSC05,0.5449999999999999
semantic,motor,MSC01,MSC05,0.505
semantic,mem,MSC01,MSC05,0.53
motor,glass,MSC01,MSC05,0.915
motor,semantic,MSC01,MSC05,0.96
motor,mem,MSC01,MSC05,0.9399999999999998
mem,glass,MSC01,MSC05,0.7899999999999998
mem,semantic,MSC01,MSC05,0.9000000000000001
mem,motor,MSC01,MSC05,0.9549999999999998
glass,semantic,MSC01,MSC06,0.575
glass,motor,MSC01,MSC06,0.5449999999999999
glass,mem,MSC01,MSC06,0.505
semantic,glass,MSC01,MSC06,0.5
semantic,motor,MSC01,MSC06,0.5449999999999999
semantic,mem,MSC01,MSC06,0.5149999999999999
motor,glass,MSC01,MSC06,0.6111111111111113
motor,semantic,MSC01,MSC06,0.74
motor,mem,MSC01,MSC06,0.64
mem,glass,MSC01,MSC06,0.6277777777777777
mem,semantic,MSC01,MSC06,0.6800000000000002
mem,motor,MSC01,MSC06,0.85
glass,semantic,MSC01,MSC07,0.985
glass,motor,MSC01,MSC07,0.8
glass,mem,MSC01,MSC07,0.805
semantic,glass,MSC01,MSC07,0.9400000000000001
semantic,motor,MSC01,MSC07,0.8099999999999999
semantic,mem,MSC01,MSC07,0.8550000000000001
motor,glass,MSC01,MSC07,0.9349999999999999
motor,semantic,MSC01,MSC07,0.9349999999999999
motor,mem,MSC01,MSC07,0.875
mem,glass,MSC01,MSC07,0.6849999999999999
mem,semantic,MSC01,MSC07,0.6849999999999999
mem,motor,MSC01,MSC07,0.6849999999999999
glass,semantic,MSC01,MSC10,0.72
glass,motor,MSC01,MSC10,0.68
glass,mem,MSC01,MSC10,0.595
semantic,glass,MSC01,MSC10,0.5599999999999999
semantic,motor,MSC01,MSC10,0.6100000000000001
semantic,mem,MSC01,MSC10,0.5299999999999999
motor,glass,MSC01,MSC10,0.7649999999999999
motor,semantic,MSC01,MSC10,0.8400000000000001
motor,mem,MSC01,MSC10,0.7999999999999999
mem,glass,MSC01,MSC10,0.7999999999999999
mem,semantic,MSC01,MSC10,0.8850000000000001
mem,motor,MSC01,MSC10,0.8049999999999999
glass,semantic,MSC02,MSC01,0.505
glass,motor,MSC02,MSC01,0.505
glass,mem,MSC02,MSC01,0.5
semantic,glass,MSC02,MSC01,0.5
semantic,motor,MSC02,MSC01,0.5
semantic,mem,MSC02,MSC01,0.5
motor,glass,MSC02,MSC01,0.5
motor,semantic,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
mem,glass,MSC02,MSC01,0.7949999999999999
mem,semantic,MSC02,MSC01,0.8349999999999997
mem,motor,MSC02,MSC01,0.9600000000000002
glass,semantic,MSC02,MSC03,0.53
glass,motor,MSC02,MSC03,0.5
glass,mem,MSC02,MSC03,0.53
semantic,glass,MSC02,MSC03,0.5199999999999999
semantic,motor,MSC02,MSC03,0.5
semantic,mem,MSC02,MSC03,0.5
motor,glass,MSC02,MSC03,0.5800000000000001
motor,semantic,MSC02,MSC03,0.5449999999999999
motor,mem,MSC02,MSC03,0.5
mem,glass,MSC02,MSC03,0.6000000000000001
mem,semantic,MSC02,MSC03,0.6050000000000001
mem,motor,MSC02,MSC03,0.66
glass,semantic,MSC02,MSC04,0.5299999999999999
glass,motor,MSC02,MSC04,0.5
