,test_task,train_task,Mean,Std
0,glass,mem,0.5208234126984127,0.08950675356968285
1,glass,motor,0.49677579365079355,0.09405817740490403
2,glass,semantic,0.5216666666666667,0.08546440113187788
3,mem,glass,0.5111011904761905,0.07776431998083136
4,mem,motor,0.5263392857142857,0.10006584682747006
5,mem,semantic,0.5117857142857142,0.09157425487463251
6,motor,glass,0.5029960317460317,0.08654541366208818
7,motor,mem,0.5463392857142856,0.10749837661111901
8,motor,semantic,0.5549107142857143,0.09347576774674897
9,semantic,glass,0.5180753968253968,0.07785882965019031
10,semantic,mem,0.5387500000000001,0.09476885756215678
11,semantic,motor,0.5516964285714286,0.0925363652630894
