,test_task,train_task,Mean,Std
0,glass,mem,0.7224404761904762,0.12621515658892063
1,glass,motor,0.6262301587301586,0.11463995824167661
2,glass,semantic,0.5584325396825397,0.09267777875523353
3,mem,glass,0.5606051587301587,0.09387435048431503
4,mem,motor,0.6417857142857141,0.12779396973761595
5,mem,semantic,0.5639285714285712,0.09285234752852746
6,motor,glass,0.5813194444444445,0.09100076851835671
7,motor,mem,0.7943750000000002,0.11763217903896261
8,motor,semantic,0.5620535714285713,0.10229981243079882
9,semantic,glass,0.5752777777777777,0.09056735995441935
10,semantic,mem,0.7582142857142857,0.11950058414246187
11,semantic,motor,0.639910714285714,0.1375119534355553
