,test_task,train_task,Mean,Std
0,glass,mem,0.7574404761904763,0.1356065758667701
1,glass,motor,0.6099603174603175,0.10182569431045072
2,glass,semantic,0.5530654761904763,0.0872571821510461
3,mem,glass,0.5687599206349206,0.11429130634316728
4,mem,motor,0.6201785714285715,0.11460193670311117
5,mem,semantic,0.5591964285714287,0.09522593604740195
6,motor,glass,0.5858531746031748,0.1065969345028573
7,motor,mem,0.8145535714285713,0.12397315246644142
8,motor,semantic,0.551607142857143,0.08125776686154175
9,semantic,glass,0.5727380952380952,0.09085229667326236
10,semantic,mem,0.7870535714285715,0.11783184006230037
11,semantic,motor,0.6187500000000002,0.11683029650659192
