,test_task,train_task,Mean,Std
0,glass,mem,0.5549007936507938,0.09455430966566679
1,glass,motor,0.5584623015873017,0.08133571994286604
2,glass,semantic,0.5353174603174603,0.06727924429691061
3,mem,glass,0.5398313492063492,0.07323799431940237
4,mem,motor,0.5415178571428572,0.08927953874747024
5,mem,semantic,0.5425892857142859,0.09869600282699381
6,motor,glass,0.5669742063492064,0.06901039460757268
7,motor,mem,0.5708928571428572,0.1100293644395033
8,motor,semantic,0.5477678571428573,0.08467005289441402
9,semantic,glass,0.5489484126984128,0.07112663013830228
10,semantic,mem,0.5918749999999999,0.11759546412093529
11,semantic,motor,0.5457142857142856,0.09120620279658302
